Species,Name,Current,RCP2.6,RCP2.6CSH,Type1,RCP6.0,RCP6.0CSH,Type2,RCP8.5,RCP8.5CSH,Type3
sp4297,Lindera megaphylla,2617,1983,-0.24,LR,1862,-0.29,LR,1860,-0.29,LR
sp4298,Lindera metcalfiana,1853,1393,-0.25,LR,1189,-0.36,VU,1138,-0.39,VU
sp4299,Lindera metcalfiana var. dictyophylla,721,1164,0.61,LR,1159,0.61,LR,1103,0.53,LR
sp4300,Lindera motuoensis,130,1038,6.98,LR,1023,6.87,LR,235,0.81,LR
sp4301,Lindera nacusua,1896,2441,0.29,LR,2097,0.11,LR,1357,-0.28,LR
sp4302,Lindera nacusua var. menglungensis,54,144,1.67,LR,133,1.46,LR,252,3.67,LR
sp4303,Lindera neesiana,3331,4292,0.29,LR,3699,0.11,LR,1937,-0.42,VU
sp4304,Lindera obtusiloba,4251,4720,0.11,LR,4417,0.04,LR,2824,-0.34,VU
sp4305,Lindera obtusiloba var. heterophylla,365,2638,6.23,LR,2895,6.93,LR,1497,3.1,LR
sp4306,Lindera praecox,225,363,0.61,LR,148,-0.34,VU,129,-0.43,VU
sp4307,Lindera prattii,383,2086,4.45,LR,2148,4.61,LR,1957,4.11,LR
sp4308,Lindera pulcherrima,706,1539,1.18,LR,1425,1.02,LR,877,0.24,LR
sp4309,Lindera pulcherrima var. attenuata,1961,2091,0.07,LR,1664,-0.15,LR,2225,0.13,LR
sp4310,Lindera pulcherrima var. hemsleyana,1167,931,-0.2,LR,831,-0.29,LR,794,-0.32,VU
sp4311,Lindera reflexa,2273,1285,-0.43,VU,745,-0.67,EN,486,-0.79,EN
sp4312,Lindera robusta,24,10,-0.58,EN,12,-0.5,EN,38,0.58,LR
sp4313,Lindera rubronervia,2236,2702,0.21,LR,2505,0.12,LR,2402,0.07,LR
sp4314,Lindera setchuenensis,214,451,1.11,LR,468,1.19,LR,516,1.41,LR
sp4315,Lindera supracostata,1223,2448,1,LR,2707,1.21,LR,2382,0.95,LR
sp4316,Lindera thomsonii,948,897,-0.05,LR,739,-0.22,LR,1012,0.07,LR
sp4317,Lindera thomsonii var. velutina,362,652,0.8,LR,611,0.69,LR,272,-0.25,LR
sp4318,Lindera tienchuanensis,403,1546,2.84,LR,1956,3.85,LR,827,1.05,LR
sp4319,Lindera tonkinensis,514,633,0.23,LR,806,0.57,LR,980,0.91,LR
sp4320,Lindera tonkinensis var. subsessilis,840,1257,0.5,LR,1252,0.49,LR,925,0.1,LR
sp4321,Lindera villipes,530,1784,2.37,LR,1796,2.39,LR,671,0.27,LR
sp4322,Linnaea borealis,1213,2385,0.97,LR,2040,0.68,LR,622,-0.49,VU
sp4323,Liquidambar acalycina,1957,2113,0.08,LR,1483,-0.24,LR,1039,-0.47,VU
sp4324,Liquidambar formosana,4108,3934,-0.04,LR,3729,-0.09,LR,3902,-0.05,LR
sp4325,Lirianthe championii,683,32,-0.95,CE,36,-0.95,CE,221,-0.68,EN
sp4326,Lirianthe coco,171,226,0.32,LR,226,0.32,LR,109,-0.36,VU
sp4327,Lirianthe delavayi,1838,1800,-0.02,LR,1775,-0.03,LR,1600,-0.13,LR
sp4328,Lirianthe fistulosa,900,601,-0.33,VU,610,-0.32,VU,1265,0.41,LR
sp4329,Lirianthe henryi,457,809,0.77,LR,765,0.67,LR,524,0.15,LR
sp4330,Lirianthe odoratissima,140,56,-0.6,EN,127,-0.09,LR,560,3,LR
sp4331,Liriodendron chinense,2105,1568,-0.26,LR,1082,-0.49,VU,729,-0.65,EN
sp4332,Lithocarpus amoenus,1011,1088,0.08,LR,1244,0.23,LR,1489,0.47,LR
sp4333,Lithocarpus amygdalifolius,105,419,2.99,LR,406,2.87,LR,182,0.73,LR
sp4334,Lithocarpus bacgiangensis,107,235,1.2,LR,240,1.24,LR,201,0.88,LR
sp4335,Lithocarpus balansae,94,262,1.79,LR,200,1.13,LR,269,1.86,LR
sp4336,Lithocarpus brevicaudatus,2257,2822,0.25,LR,2361,0.05,LR,2020,-0.11,LR
sp4337,Lithocarpus calophyllus,1464,1636,0.12,LR,1550,0.06,LR,1030,-0.3,VU
sp4338,Lithocarpus chrysocomus,544,344,-0.37,VU,255,-0.53,EN,148,-0.73,EN
sp4339,Lithocarpus cleistocarpus,2008,2440,0.22,LR,2086,0.04,LR,1607,-0.2,LR
sp4340,Lithocarpus cleistocarpus var. omeiensis,169,720,3.26,LR,955,4.65,LR,1061,5.28,LR
sp4341,Lithocarpus collettii,131,1225,8.35,LR,1236,8.44,LR,344,1.63,LR
sp4342,Lithocarpus confinis,994,1232,0.24,LR,1323,0.33,LR,1298,0.31,LR
sp4343,Lithocarpus corneus,1454,1589,0.09,LR,1362,-0.06,LR,996,-0.31,VU
sp4344,Lithocarpus craibianus,713,1526,1.14,LR,1735,1.43,LR,1399,0.96,LR
sp4345,Lithocarpus cyrtocarpus,248,181,-0.27,LR,207,-0.17,LR,590,1.38,LR
sp4346,Lithocarpus dealbatus,1238,1706,0.38,LR,1872,0.51,LR,2189,0.77,LR
sp4347,Lithocarpus echinophorus,93,37,-0.6,EN,22,-0.76,EN,60,-0.35,VU
sp4348,Lithocarpus elizabethiae,1235,370,-0.7,EN,515,-0.58,EN,990,-0.2,LR
sp4349,Lithocarpus eriobotryoides,341,402,0.18,LR,322,-0.06,LR,739,1.17,LR
sp4350,Lithocarpus farinulentus,42,134,2.19,LR,117,1.79,LR,24,-0.43,VU
sp4351,Lithocarpus fenestratus,960,2186,1.28,LR,2148,1.24,LR,1264,0.32,LR
sp4352,Lithocarpus fenzelianus,51,53,0.04,LR,94,0.84,LR,243,3.76,LR
sp4353,Lithocarpus floccosus,258,808,2.13,LR,807,2.13,LR,983,2.81,LR
sp4354,Lithocarpus fohaiensis,166,498,2,LR,514,2.1,LR,274,0.65,LR
sp4355,Lithocarpus fordianus,719,859,0.19,LR,720,0,LR,608,-0.15,LR
sp4356,Lithocarpus gaoligongensis,23,0,-1,EX,0,-1,EX,1,-0.96,CE
sp4357,Lithocarpus glaber,3211,3701,0.15,LR,3206,0,LR,2819,-0.12,LR
sp4358,Lithocarpus grandifolius,1555,3122,1.01,LR,3381,1.17,LR,2169,0.39,LR
sp4359,Lithocarpus haipinii,910,421,-0.54,EN,285,-0.69,EN,555,-0.39,VU
sp4360,Lithocarpus hancei,3760,4641,0.23,LR,4542,0.21,LR,5193,0.38,LR
sp4361,Lithocarpus harlandii,1870,2132,0.14,LR,1521,-0.19,LR,1073,-0.43,VU
sp4362,Lithocarpus henryi,952,485,-0.49,VU,186,-0.8,CE,232,-0.76,EN
sp4363,Lithocarpus hypoglaucus,895,1576,0.76,LR,1719,0.92,LR,2143,1.39,LR
sp4364,Lithocarpus irwinii,168,370,1.2,LR,339,1.02,LR,232,0.38,LR
sp4365,Lithocarpus iteaphyllus,1067,2159,1.02,LR,2081,0.95,LR,1669,0.56,LR
sp4366,Lithocarpus kawakamii,50,51,0.02,LR,67,0.34,LR,51,0.02,LR
sp4367,Lithocarpus konishii,64,148,1.31,LR,164,1.56,LR,126,0.97,LR
sp4368,Lithocarpus laoticus,445,2756,5.19,LR,2904,5.53,LR,1704,2.83,LR
sp4369,Lithocarpus lepidocarpus,31,45,0.45,LR,47,0.52,LR,37,0.19,LR
sp4370,Lithocarpus listeri,91,784,7.62,LR,799,7.78,LR,38,-0.58,EN
sp4371,Lithocarpus litseifolius,2083,2210,0.06,LR,1774,-0.15,LR,984,-0.53,EN
sp4372,Lithocarpus longanoides,76,9,-0.88,CE,7,-0.91,CE,8,-0.89,CE
sp4373,Lithocarpus longipedicellatus,94,1,-0.99,CE,2,-0.98,CE,99,0.05,LR
sp4374,Lithocarpus magneinii,38,114,2,LR,88,1.32,LR,16,-0.58,EN
sp4375,Lithocarpus mairei,298,151,-0.49,VU,166,-0.44,VU,173,-0.42,VU
sp4376,Lithocarpus megalophyllus,959,2322,1.42,LR,2343,1.44,LR,2412,1.52,LR
sp4377,Lithocarpus mekongensis,25,16,-0.36,VU,85,2.4,LR,74,1.96,LR
sp4378,Lithocarpus mianningensis,401,1682,3.19,LR,1898,3.73,LR,1654,3.12,LR
sp4379,Lithocarpus microspermus,49,185,2.78,LR,216,3.41,LR,46,-0.06,LR
sp4380,Lithocarpus naiadarum,534,654,0.22,LR,963,0.8,LR,2297,3.3,LR
sp4381,Lithocarpus nantoensis,23,41,0.78,LR,36,0.57,LR,34,0.48,LR
sp4382,Lithocarpus obscurus,123,586,3.76,LR,575,3.67,LR,40,-0.67,EN
sp4383,Lithocarpus oleifolius,1134,1310,0.16,LR,1298,0.14,LR,713,-0.37,VU
sp4384,Lithocarpus pachylepis,495,1711,2.46,LR,1897,2.83,LR,2899,4.86,LR
sp4385,Lithocarpus pachyphyllus,373,472,0.27,LR,325,-0.13,LR,249,-0.33,VU
sp4386,Lithocarpus pachyphyllus var. fruticosus,46,14,-0.7,EN,15,-0.67,EN,15,-0.67,EN
sp4387,Lithocarpus paihengii,628,527,-0.16,LR,317,-0.5,EN,315,-0.5,EN
sp4388,Lithocarpus paniculatus,734,1517,1.07,LR,1447,0.97,LR,625,-0.15,LR
sp4389,Lithocarpus pasania,71,210,1.96,LR,356,4.01,LR,29,-0.59,EN
sp4390,Lithocarpus petelotii,521,81,-0.84,CE,32,-0.94,CE,123,-0.76,EN
sp4391,Lithocarpus pseudoreinwardtii,108,337,2.12,LR,307,1.84,LR,194,0.8,LR
sp4392,Lithocarpus pseudovestitus,117,12,-0.9,CE,41,-0.65,EN,292,1.5,LR
sp4393,Lithocarpus pseudoxizangensis,136,1487,9.93,LR,1475,9.85,LR,433,2.18,LR
sp4394,Lithocarpus rhabdostachyus ssp. dakhaensis,83,11,-0.87,CE,7,-0.92,CE,316,2.81,LR
sp4395,Lithocarpus rosthornii,1070,784,-0.27,LR,762,-0.29,LR,950,-0.11,LR
sp4396,Lithocarpus silvicolarum,182,14,-0.92,CE,6,-0.97,CE,287,0.58,LR
sp4397,Lithocarpus skanianus,898,1288,0.43,LR,1028,0.14,LR,811,-0.1,LR
sp4398,Lithocarpus sphaerocarpus,166,337,1.03,LR,312,0.88,LR,328,0.98,LR
sp4399,Lithocarpus tabularis,100,301,2.01,LR,281,1.81,LR,136,0.36,LR
sp4400,Lithocarpus tenuilimbus,242,444,0.83,LR,302,0.25,LR,421,0.74,LR
sp4401,Lithocarpus thomsonii,553,1849,2.34,LR,1739,2.14,LR,555,0,LR
sp4402,Lithocarpus trachycarpus,213,482,1.26,LR,519,1.44,LR,322,0.51,LR
sp4403,Lithocarpus truncatus,480,844,0.76,LR,772,0.61,LR,606,0.26,LR
sp4404,Lithocarpus uvariifolius,234,415,0.77,LR,215,-0.08,LR,120,-0.49,VU
sp4405,Lithocarpus uvariifolius var. ellipticus,369,601,0.63,LR,242,-0.34,VU,469,0.27,LR
sp4406,Lithocarpus variolosus,1122,2321,1.07,LR,2366,1.11,LR,2144,0.91,LR
sp4407,Lithocarpus xizangensis,133,1014,6.62,LR,984,6.4,LR,44,-0.67,EN
sp4408,Lithocarpus xylocarpus,507,925,0.82,LR,924,0.82,LR,757,0.49,LR
sp4409,Litsea acutivena,1396,1689,0.21,LR,1527,0.09,LR,955,-0.32,VU
sp4410,Litsea akoensis,32,93,1.91,LR,85,1.66,LR,90,1.81,LR
sp4411,Litsea albescens,125,927,6.42,LR,898,6.18,LR,102,-0.18,LR
sp4412,Litsea auriculata,672,1384,1.06,LR,950,0.41,LR,349,-0.48,VU
sp4413,Litsea balansae,280,1906,5.81,LR,1996,6.13,LR,801,1.86,LR
sp4414,Litsea baviensis,842,885,0.05,LR,1255,0.49,LR,1952,1.32,LR
sp4415,Litsea biflora,125,927,6.42,LR,898,6.18,LR,102,-0.18,LR
sp4416,Litsea chengshuzhii,183,2135,10.67,LR,2314,11.64,LR,1132,5.19,LR
sp4417,Litsea chinpingensis,448,1039,1.32,LR,1021,1.28,LR,858,0.92,LR
sp4418,Litsea chunii,1785,2124,0.19,LR,2229,0.25,LR,2143,0.2,LR
sp4419,Litsea chunii var. likiangensis,206,541,1.63,LR,586,1.84,LR,436,1.12,LR
sp4420,Litsea coelestis,183,2135,10.67,LR,2314,11.64,LR,1132,5.19,LR
sp4421,Litsea coreana,2075,3077,0.48,LR,2321,0.12,LR,1163,-0.44,VU
sp4422,Litsea coreana var. lanuginosa,1795,2218,0.24,LR,1639,-0.09,LR,926,-0.48,VU
sp4423,Litsea coreana var. sinensis,1337,1706,0.28,LR,1190,-0.11,LR,741,-0.45,VU
sp4424,Litsea cubeba,4693,4002,-0.15,LR,3456,-0.26,LR,2591,-0.45,VU
sp4425,Litsea cubeba var. formosana,791,1859,1.35,LR,1603,1.03,LR,860,0.09,LR
sp4426,Litsea depressa,104,749,6.2,LR,825,6.93,LR,46,-0.56,EN
sp4427,Litsea dilleniifolia,145,47,-0.68,EN,42,-0.71,EN,422,1.91,LR
sp4428,Litsea elongata,4361,3661,-0.16,LR,3283,-0.25,LR,2025,-0.54,EN
sp4429,Litsea elongata var. faberi,680,371,-0.45,VU,325,-0.52,EN,336,-0.51,EN
sp4430,Litsea elongata var. subverticillata,870,204,-0.77,EN,78,-0.91,CE,291,-0.67,EN
sp4431,Litsea foveola,29,65,1.24,LR,64,1.21,LR,217,6.48,LR
sp4432,Litsea glutinosa,1933,1746,-0.1,LR,1542,-0.2,LR,1241,-0.36,VU
sp4433,Litsea gongshanensis,159,2008,11.63,LR,2103,12.23,LR,812,4.11,LR
sp4434,Litsea greenmaniana,1646,1873,0.14,LR,1481,-0.1,LR,1599,-0.03,LR
sp4435,Litsea honghoensis,216,262,0.21,LR,260,0.2,LR,941,3.36,LR
sp4436,Litsea hunanensis,355,971,1.74,LR,706,0.99,LR,421,0.19,LR
sp4437,Litsea hupehana,298,995,2.34,LR,1186,2.98,LR,727,1.44,LR
sp4438,Litsea hypophaea,45,103,1.29,LR,102,1.27,LR,98,1.18,LR
sp4439,Litsea ichangensis,986,718,-0.27,LR,336,-0.66,EN,403,-0.59,EN
sp4440,Litsea kingii,91,388,3.26,LR,345,2.79,LR,82,-0.1,LR
sp4441,Litsea kobuskiana,65,0,-1,EX,0,-1,EX,32,-0.51,EN
sp4442,Litsea kwangsiensis,190,282,0.48,LR,399,1.1,LR,750,2.95,LR
sp4443,Litsea kwangtungensis,114,100,-0.12,LR,101,-0.11,LR,5,-0.96,CE
sp4444,Litsea lancifolia,690,1107,0.6,LR,1386,1.01,LR,1479,1.14,LR
sp4445,Litsea lancifolia var. ellipsoidea,58,61,0.05,LR,44,-0.24,LR,288,3.97,LR
sp4446,Litsea lancifolia var. pedicellata,128,472,2.69,LR,437,2.41,LR,348,1.72,LR
sp4447,Litsea lancilimba,1291,652,-0.49,VU,305,-0.76,EN,566,-0.56,EN
sp4448,Litsea liboshengii,116,761,5.56,LR,808,5.97,LR,35,-0.7,EN
sp4449,Litsea liyuyingi,72,216,2,LR,232,2.22,LR,139,0.93,LR
sp4450,Litsea longistaminata,567,1369,1.41,LR,1185,1.09,LR,778,0.37,LR
sp4451,Litsea martabanica,310,603,0.95,LR,603,0.95,LR,357,0.15,LR
sp4452,Litsea mishmiensis,107,27,-0.75,EN,12,-0.89,CE,15,-0.86,CE
sp4453,Litsea mollis,3196,2053,-0.36,VU,1647,-0.48,VU,1490,-0.53,EN
sp4454,Litsea monopetala,1844,2489,0.35,LR,2751,0.49,LR,3500,0.9,LR
sp4455,Litsea moupinensis,1545,2165,0.4,LR,2497,0.62,LR,1838,0.19,LR
sp4456,Litsea oligophlebia,135,75,-0.44,VU,223,0.65,LR,113,-0.16,LR
sp4457,Litsea panamanja,508,1988,2.91,LR,1998,2.93,LR,1860,2.66,LR
sp4458,Litsea pedunculata,1128,1115,-0.01,LR,626,-0.45,VU,931,-0.17,LR
sp4459,Litsea pedunculata var. pubescens,25,14,-0.44,VU,20,-0.2,LR,21,-0.16,LR
sp4460,Litsea populifolia,983,2326,1.37,LR,2193,1.23,LR,1304,0.33,LR
sp4461,Litsea pseudoelongata,182,523,1.87,LR,489,1.69,LR,279,0.53,LR
sp4462,Litsea pungens,4650,5865,0.26,LR,6323,0.36,LR,5479,0.18,LR
sp4463,Litsea rotundifolia,2052,2344,0.14,LR,2306,0.12,LR,2562,0.25,LR
sp4464,Litsea rotundifolia var. oblongifolia,2016,2311,0.15,LR,2580,0.28,LR,2856,0.42,LR
sp4465,Litsea rotundifolia var. ovatifolia,692,1130,0.63,LR,1125,0.63,LR,1766,1.55,LR
sp4466,Litsea rubescens,2882,3531,0.23,LR,3561,0.24,LR,3194,0.11,LR
sp4467,Litsea rubescens var. yunnanensis,1198,1110,-0.07,LR,1079,-0.1,LR,975,-0.19,LR
sp4468,Litsea salicifolia,873,669,-0.23,LR,933,0.07,LR,1515,0.74,LR
sp4469,Litsea semecarpifolia,129,449,2.48,LR,485,2.76,LR,240,0.86,LR
sp4470,Litsea sericea,1512,2803,0.85,LR,2987,0.98,LR,2164,0.43,LR
sp4471,Litsea sinoglobosa,771,1216,0.58,LR,1137,0.47,LR,1215,0.58,LR
sp4472,Litsea subcoriacea,2295,2450,0.07,LR,1724,-0.25,LR,1795,-0.22,LR
sp4473,Litsea suberosa,1068,641,-0.4,VU,317,-0.7,EN,791,-0.26,LR
sp4474,Litsea szemaois,88,186,1.11,LR,193,1.19,LR,71,-0.19,LR
sp4475,Litsea taronensis,238,1858,6.81,LR,2113,7.88,LR,977,3.11,LR
sp4476,Litsea tsinlingensis,443,633,0.43,LR,779,0.76,LR,584,0.32,LR
sp4477,Litsea umbellata,727,1904,1.62,LR,2304,2.17,LR,2429,2.34,LR
sp4478,Litsea vang var. lobata,257,3348,12.03,LR,3601,13.01,LR,2319,8.02,LR
sp4479,Litsea variabilis,1340,1321,-0.01,LR,1332,-0.01,LR,2517,0.88,LR
sp4480,Litsea variabilis var. oblonga,75,58,-0.23,LR,72,-0.04,LR,462,5.16,LR
sp4481,Litsea veitchiana,2393,2171,-0.09,LR,2119,-0.11,LR,1930,-0.19,LR
sp4482,Litsea verticillata,1630,1677,0.03,LR,1797,0.1,LR,2652,0.63,LR
sp4483,Litsea verticillifolia,50,23,-0.54,EN,36,-0.28,LR,55,0.1,LR
sp4484,Litsea wilsonii,653,674,0.03,LR,894,0.37,LR,1018,0.56,LR
sp4485,Litsea yaoshanensis,68,8,-0.88,CE,162,1.38,LR,30,-0.56,EN
sp4486,Litsea yunnanensis,588,1024,0.74,LR,1041,0.77,LR,731,0.24,LR
sp4487,Livistona chinensis,1161,1271,0.09,LR,1294,0.11,LR,1836,0.58,LR
sp4488,Livistona saribus,238,244,0.03,LR,240,0.01,LR,164,-0.31,VU
sp4489,Loeseneriella concinna,200,67,-0.67,EN,180,-0.1,LR,37,-0.82,CE
sp4490,Loeseneriella lenticellata,380,726,0.91,LR,678,0.78,LR,374,-0.02,LR
sp4491,Loeseneriella merrilliana,591,1682,1.85,LR,2142,2.62,LR,2738,3.63,LR
sp4492,Loeseneriella yunnanensis,302,685,1.27,LR,701,1.32,LR,441,0.46,LR
sp4493,Lonicera acuminata,3525,3784,0.07,LR,3360,-0.05,LR,2489,-0.29,LR
sp4494,Lonicera acuminata var. depilata,1345,3807,1.83,LR,3901,1.9,LR,2405,0.79,LR
sp4495,Lonicera albertii,122,145,0.19,LR,186,0.52,LR,160,0.31,LR
sp4496,Lonicera altmannii,747,1307,0.75,LR,1317,0.76,LR,1267,0.7,LR
sp4497,Lonicera angustifolia,96,695,6.24,LR,810,7.44,LR,808,7.42,LR
sp4498,Lonicera anisocalyx,302,135,-0.55,EN,128,-0.58,EN,69,-0.77,EN
sp4499,Lonicera bournei,574,857,0.49,LR,810,0.41,LR,612,0.07,LR
sp4500,Lonicera brevisepala,34,87,1.56,LR,104,2.06,LR,0,-1,EX
sp4501,Lonicera caerulea var. edulis,865,2125,1.46,LR,2202,1.55,LR,2255,1.61,LR
sp4502,Lonicera calcarata,1218,1014,-0.17,LR,844,-0.31,VU,1155,-0.05,LR
sp4503,Lonicera calvescens,97,167,0.72,LR,240,1.47,LR,644,5.64,LR
sp4504,Lonicera carnosifolia,54,3,-0.94,CE,3,-0.94,CE,167,2.09,LR
sp4505,Lonicera chrysantha,4209,4345,0.03,LR,4013,-0.05,LR,2981,-0.29,LR
sp4506,Lonicera chrysantha ssp. koehneana,1905,2269,0.19,LR,2117,0.11,LR,1464,-0.23,LR
sp4507,Lonicera cinerea,217,529,1.44,LR,470,1.17,LR,650,2,LR
sp4508,Lonicera confusa,1337,1731,0.29,LR,1896,0.42,LR,2416,0.81,LR
sp4509,Lonicera crassifolia,1056,1406,0.33,LR,1189,0.13,LR,1217,0.15,LR
sp4510,Lonicera cyanocarpa,1109,1692,0.53,LR,1660,0.5,LR,1544,0.39,LR
sp4511,Lonicera dasystyla,441,476,0.08,LR,1018,1.31,LR,1844,3.18,LR
sp4512,Lonicera elisae,1761,2319,0.32,LR,2432,0.38,LR,2511,0.43,LR
sp4513,Lonicera fargesii,552,1236,1.24,LR,1347,1.44,LR,678,0.23,LR
sp4514,Lonicera ferdinandi,2244,3081,0.37,LR,3301,0.47,LR,2596,0.16,LR
sp4515,Lonicera ferruginea,1749,3480,0.99,LR,3403,0.95,LR,2110,0.21,LR
sp4516,Lonicera fragrantissima,2652,2107,-0.21,LR,1514,-0.43,VU,1033,-0.61,EN
sp4517,Lonicera fragrantissima ssp. phyllocarpa,361,339,-0.06,LR,628,0.74,LR,405,0.12,LR
sp4518,Lonicera fragrantissima ssp. standishii,2395,1938,-0.19,LR,1724,-0.28,LR,1380,-0.42,VU
sp4519,Lonicera fulvotomentosa,589,446,-0.24,LR,198,-0.66,EN,252,-0.57,EN
sp4520,Lonicera graebneri,344,609,0.77,LR,689,1,LR,476,0.38,LR
sp4521,Lonicera gynochlamydea,1053,718,-0.32,VU,664,-0.37,VU,683,-0.35,VU
sp4522,Lonicera hemsleyana,288,81,-0.72,EN,7,-0.98,CE,2,-0.99,CE
sp4523,Lonicera heterophylla,607,1234,1.03,LR,1124,0.85,LR,1118,0.84,LR
sp4524,Lonicera hildebrandiana,141,486,2.45,LR,324,1.3,LR,215,0.52,LR
sp4525,Lonicera hispida,4833,4503,-0.07,LR,3966,-0.18,LR,4177,-0.14,LR
sp4526,Lonicera humilis,778,1594,1.05,LR,1821,1.34,LR,2004,1.58,LR
sp4527,Lonicera hypoglauca,3079,3559,0.16,LR,3123,0.01,LR,3641,0.18,LR
sp4528,Lonicera hypoglauca ssp. nudiflora,462,201,-0.56,EN,90,-0.81,CE,642,0.39,LR
sp4529,Lonicera inodora,210,1616,6.7,LR,1464,5.97,LR,533,1.54,LR
sp4530,Lonicera japonica,2469,1324,-0.46,VU,1168,-0.53,EN,1261,-0.49,VU
sp4531,Lonicera japonica var. chinensis,32,20,-0.38,VU,1,-0.97,CE,0,-1,EX
sp4532,Lonicera kansuensis,527,772,0.46,LR,742,0.41,LR,557,0.06,LR
sp4533,Lonicera lanceolata,1904,3715,0.95,LR,3913,1.06,LR,3018,0.59,LR
sp4534,Lonicera lanceolata var. glabra,767,629,-0.18,LR,551,-0.28,LR,500,-0.35,VU
sp4535,Lonicera ligustrina,2014,1656,-0.18,LR,1789,-0.11,LR,1901,-0.06,LR
sp4536,Lonicera ligustrina var. yunnanensis,1027,1032,0,LR,1179,0.15,LR,1279,0.25,LR
sp4537,Lonicera litangensis,1164,1932,0.66,LR,1912,0.64,LR,1764,0.52,LR
sp4538,Lonicera maackii,4121,3709,-0.1,LR,3319,-0.19,LR,2495,-0.39,VU
sp4539,Lonicera maackii var. erubescens,22,0,-1,EX,0,-1,EX,2,-0.91,CE
sp4540,Lonicera macrantha,3353,3676,0.1,LR,3543,0.06,LR,2924,-0.13,LR
sp4541,Lonicera macrantha var. heterotricha,1397,919,-0.34,VU,734,-0.47,VU,1168,-0.16,LR
sp4542,Lonicera macranthoides,2406,1894,-0.21,LR,1532,-0.36,VU,906,-0.62,EN
sp4543,Lonicera maximowiczii,596,2514,3.22,LR,2330,2.91,LR,1559,1.62,LR
sp4544,Lonicera microphylla,3202,4091,0.28,LR,3714,0.16,LR,3838,0.2,LR
sp4545,Lonicera minuta,1276,3244,1.54,LR,2959,1.32,LR,3120,1.45,LR
sp4546,Lonicera modesta,892,1448,0.62,LR,755,-0.15,LR,394,-0.56,EN
sp4547,Lonicera modesta var. lushanensis,332,654,0.97,LR,418,0.26,LR,133,-0.6,EN
sp4548,Lonicera mucronata,41,0,-1,EX,0,-1,EX,0,-1,EX
sp4549,Lonicera myrtillus,1996,4224,1.12,LR,4137,1.07,LR,3222,0.61,LR
sp4550,Lonicera myrtillus var. cyclophylla,51,549,9.76,LR,622,11.2,LR,920,17.04,LR
sp4551,Lonicera nervosa,1283,2186,0.7,LR,2456,0.91,LR,2618,1.04,LR
sp4552,Lonicera nubium,1103,721,-0.35,VU,472,-0.57,EN,225,-0.8,CE
sp4553,Lonicera oblata,237,361,0.52,LR,407,0.72,LR,415,0.75,LR
sp4554,Lonicera pampaninii,1979,1243,-0.37,VU,675,-0.66,EN,315,-0.84,CE
sp4555,Lonicera pileata,1962,2249,0.15,LR,2073,0.06,LR,1643,-0.16,LR
sp4556,Lonicera pileata var. linearis,174,807,3.64,LR,675,2.88,LR,318,0.83,LR
sp4557,Lonicera praeflorens,1130,1677,0.48,LR,1986,0.76,LR,1525,0.35,LR
sp4558,Lonicera prostrata,99,298,2.01,LR,224,1.26,LR,83,-0.16,LR
sp4559,Lonicera retusa,983,1022,0.04,LR,1189,0.21,LR,1109,0.13,LR
sp4560,Lonicera rhytidophylla,1904,1749,-0.08,LR,1683,-0.12,LR,1472,-0.23,LR
sp4561,Lonicera rupicola,3199,4770,0.49,LR,4525,0.41,LR,4192,0.31,LR
sp4562,Lonicera rupicola var. syringantha,1629,3780,1.32,LR,3696,1.27,LR,3511,1.16,LR
sp4563,Lonicera ruprechtiana,1178,1750,0.49,LR,1518,0.29,LR,1317,0.12,LR
sp4564,Lonicera ruprechtiana var. calvescens,139,966,5.95,LR,1263,8.09,LR,618,3.45,LR
sp4565,Lonicera semenovii,1356,1194,-0.12,LR,1157,-0.15,LR,1238,-0.09,LR
sp4566,Lonicera serreana,1256,1497,0.19,LR,1791,0.43,LR,1616,0.29,LR
sp4567,Lonicera setifera,1026,1458,0.42,LR,1394,0.36,LR,1098,0.07,LR
sp4568,Lonicera similis,2899,3218,0.11,LR,3369,0.16,LR,2830,-0.02,LR
sp4569,Lonicera similis var. omeiensis,248,1552,5.26,LR,1526,5.15,LR,785,2.17,LR
sp4570,Lonicera spinosa,291,672,1.31,LR,655,1.25,LR,493,0.69,LR
sp4571,Lonicera stephanocarpa,398,319,-0.2,LR,410,0.03,LR,429,0.08,LR
sp4572,Lonicera subaequalis,332,419,0.26,LR,415,0.25,LR,466,0.4,LR
sp4573,Lonicera subhispida,74,166,1.24,LR,176,1.38,LR,103,0.39,LR
sp4574,Lonicera sublabiata,999,1315,0.32,LR,1123,0.12,LR,672,-0.33,VU
sp4575,Lonicera tangutica,4494,4913,0.09,LR,4973,0.11,LR,4353,-0.03,LR
sp4576,Lonicera tatarica,287,174,-0.39,VU,157,-0.45,VU,61,-0.79,EN
sp4577,Lonicera tatarica var. micrantha,152,268,0.76,LR,446,1.93,LR,482,2.17,LR
sp4578,Lonicera tatarinowii,1378,2221,0.61,LR,1745,0.27,LR,1539,0.12,LR
sp4579,Lonicera tomentella,401,1862,3.64,LR,1960,3.89,LR,904,1.25,LR
sp4580,Lonicera tomentella var. tsarongensis,136,67,-0.51,EN,72,-0.47,VU,94,-0.31,VU
sp4581,Lonicera tragophylla,2134,3282,0.54,LR,3358,0.57,LR,2396,0.12,LR
sp4582,Lonicera trichogyne,456,857,0.88,LR,878,0.93,LR,519,0.14,LR
