PAcode,current_SR,future_SR,SR_dis,Latitude,Year,Area,Area_1,HP,HP_1,range,range_1,altitude,altitude_1,forest_current,forest_future,forest_dis
80,14,4,-10,40.51,2002,324200,12.69,3.67,1.3,485,6.18,1282.675,7.16,0,0,0
683,5,4,-1,41.5,2001,49650,10.81,8.86,2.18,164,5.1,1578,7.36,0,0,0
563,13,6,-7,41.08,2003,83160,11.33,8.16,2.1,810,6.7,1394.37,7.24,0,0,0
1138,15,8,-7,40.87,1996,388577,12.87,13.11,2.57,1226,7.11,1581.155,7.37,0,0,0
146,24,16,-8,40.93,2007,17680,9.78,15.48,2.74,604,6.4,639.42,6.46,0.28,0.03,-0.25
147,17,14,-3,41,2003,45225,10.72,14.15,2.65,565,6.34,641.39,6.46,0.01,0.02,0.01
568,11,8,-3,40.82,2001,17440,9.77,15.49,2.74,823,6.71,364.87,5.9,0.02,0.05,0.03
1125,7,1,-6,39.85,1994,88178,11.39,4.9,1.59,657,6.49,1330.65,7.19,0,0,0
79,8,1,-7,40.13,2001,39840,10.59,8.64,2.16,366,5.9,1171.935,7.07,0,0,0
1189,11,4,-7,40.56,1999,717060,13.48,0.02,-3.91,459,6.13,1313.98,7.18,0,0,0
1183,10,1,-9,40.98,1993,29300,10.29,8.17,2.1,41,3.71,1021.8,6.93,0,0.05,0.05
710,15,15,0,40.74,2001,69912,11.15,13.61,2.61,665,6.5,527.92,6.27,0,0.01,0.01
1147,12,7,-5,40.72,1995,123600,11.72,5.73,1.75,901,6.8,1407.77,7.25,0,0,0
701,9,5,-4,40.84,1996,36800,10.51,15.87,2.76,425,6.05,1342.48,7.2,0,0,0
1159,14,8,-6,39.47,1982,396000,12.89,1.31,0.27,4182,8.34,2564.21,7.85,0,0,0
1153,12,9,-3,39.57,2001,480000,13.08,1.11,0.1,3549,8.17,2948.27,7.99,0,0,0
540,13,4,-9,39.91,1996,68250,11.13,5.58,1.72,1774,7.48,2020.905,7.61,0,0,0
524,15,5,-10,39.89,2002,152900,11.94,4.9,1.59,2916,7.98,1975.47,7.59,0,0,0
523,11,4,-7,40.12,2002,163400,12,7.13,1.96,227,5.42,1233.93,7.12,0,0,0
672,12,2,-10,40.7,2000,22700,10.03,19.76,2.98,882,6.78,1209.07,7.1,0,0,0
150,25,23,-2,40.43,2007,16088,9.69,16.14,2.78,1055,6.96,737.57,6.6,0.23,0.1,-0.13
1084,9,6,-3,39.46,1982,9640,9.17,2.54,0.93,2768,7.93,2522.085,7.83,0,0,0
1152,8,9,1,39.13,1982,1360000,14.12,0.37,-0.99,3297,8.1,3887.205,8.27,0,0,0
1157,4,4,0,37.36,2001,3200000,14.98,0,#NUM!,5224,8.56,4099.045,8.32,0,0,0
1188,15,9,-6,39.7,1997,489011,13.1,0,#NUM!,509,6.23,1298.605,7.17,0,0,0
1132,15,9,-6,39.7,1986,474500,13.07,5.11,1.63,1091,6.99,1417.7,7.26,0,0,0
753,11,6,-5,40.12,2003,85750,11.36,5.38,1.68,180,5.19,1237.615,7.12,0,0,0
535,16,12,-4,39.89,2002,69600,11.15,21.43,3.06,595,6.39,1027.77,6.94,0.02,0,-0.02
837,23,22,-1,39.95,1983,21833,9.99,9.54,2.26,1922,7.56,1636.16,7.4,0.44,0.22,-0.22
791,15,9,-6,39.64,1999,90570,11.41,2.5,0.92,292,5.68,1290.355,7.16,0,0,0
1005,6,6,0,36.68,1983,4500000,15.32,0,#NUM!,3117,8.04,4866.565,8.49,0,0,0
1088,19,11,-8,39.04,1992,67710,11.12,4.71,1.55,2365,7.77,1448.23,7.28,0,0,0
562,11,7,-4,39.24,2003,144800,11.88,4.91,1.59,303,5.71,1364.195,7.22,0,0,0
534,15,16,1,39.37,2002,27426,10.22,13.18,2.58,1211,7.1,1703.84,7.44,0.01,0,-0.01
841,14,10,-4,38.77,1982,389900,12.87,5.74,1.75,367,5.91,1388.81,7.24,0,0,0
840,15,3,-12,38.93,1982,157800,11.97,11.45,2.44,2261,7.72,1909.67,7.55,0,0,0
1139,22,15,-7,39.2,2002,134700,11.81,12.22,2.5,952,6.86,1079.475,6.98,0.08,0,-0.08
265,11,8,-3,39.03,2003,38000,10.55,6.26,1.83,230,5.44,1414.85,7.25,0,0,0
300,10,2,-8,39.02,2005,18642,9.83,19.45,2.97,405,6,998.15,6.91,0,0,0
138,8,9,1,38.92,2002,31200,10.35,22,3.09,10,2.3,8.44,2.13,0,0.04,0.04
703,3,4,1,38.78,1999,34887,10.46,27.73,3.32,8,2.08,2.83,1.04,0,0.09,0.09
1006,5,3,-2,34.13,1993,29800000,17.21,0,#NUM!,2247,7.72,5045.07,8.53,0,0,0
647,11,5,-6,38.84,1998,46410,10.75,5.36,1.68,201,5.3,1264.82,7.14,0,0,0
1155,10,8,-2,37.9,2005,934700,13.75,8.5,2.14,2424,7.79,3722.12,8.22,0.02,0,-0.02
844,9,8,-1,38.04,1987,230000,12.35,7.32,1.99,2823,7.95,3364.95,8.12,0,0,0
82,9,2,-7,38.5,2005,51070,10.84,15.94,2.77,1227,7.11,1736.48,7.46,0,0,0
1190,13,8,-5,38.31,2003,1006450,13.82,1,0,282,5.64,1365.9,7.22,0,0,0
843,19,16,-3,38.68,1980,21453,9.97,11.33,2.43,1397,7.24,1942.29,7.57,0,0.02,0.02
677,10,6,-4,38.51,2000,31250,10.35,8.33,2.12,140,4.94,1286.35,7.16,0,0,0
537,6,1,-5,38.45,2002,39800,10.59,21.94,3.09,374,5.92,843.57,6.74,0.07,0,-0.07
845,10,7,-3,38.14,1985,74800,11.22,16.44,2.8,351,5.86,1186.29,7.08,0,0,0
266,10,5,-5,38.18,2003,83246,11.33,7.13,1.96,259,5.56,1344.23,7.2,0,0,0
141,3,3,0,38.13,2005,16800,9.73,17.34,2.85,8,2.08,5.61,1.72,0,0,0
751,5,0,-5,38.1,2002,19500,9.88,14.37,2.67,41,3.71,1123.12,7.02,0,0,0
555,19,17,-2,38.15,2002,24900,10.12,11.26,2.42,872,6.77,1425.33,7.26,0.02,0,-0.02
297,6,10,4,37.92,1996,173100,12.06,22.71,3.12,296,5.69,87.26,4.47,0,0,0
1178,7,4,-3,37.31,2000,373400,12.83,3.22,1.17,1786,7.49,3133.085,8.05,0,0,0
1177,7,1,-6,37.14,2000,41100,10.62,3.45,1.24,92,4.52,2818.34,7.94,0,0.01,0.01
278,8,7,-1,37.78,1998,84000,11.34,8.27,2.11,360,5.89,1437.85,7.27,0,0,0
847,21,18,-3,37.85,1980,10466,9.26,11.48,2.44,1356,7.21,1957.97,7.58,0.03,0.06,0.03
1062,4,2,-2,35.39,1995,4500000,15.32,0,#NUM!,2438,7.8,4895.7,8.5,0,0,0
852,7,8,1,36.92,1975,495200,13.11,4.81,1.57,1322,7.19,3218.18,8.08,0.01,0,-0.01
530,8,1,-7,37.64,2002,15300,9.64,21.08,3.05,533,6.28,921.83,6.83,0.02,0,-0.02
715,13,11,-2,37.26,1999,17900,9.79,18.16,2.9,292,5.68,147.59,4.99,0.01,0,-0.01
279,14,6,-8,37.02,2005,198300,12.2,16.69,2.81,1938,7.57,2885.7,7.97,0.25,0,-0.25
853,6,3,-3,37.12,1980,10875,9.29,10.08,2.31,1231,7.12,2629.09,7.87,0,0,0
539,31,35,4,37.33,2002,35352,10.47,14.18,2.65,721,6.58,1485.09,7.3,0.03,0.26,0.23
280,6,3,-3,36.3,2005,118000,11.68,3.76,1.32,1388,7.24,3414.6,8.14,0,0,0
1149,11,7,-4,36.68,2001,47930,10.78,13.67,2.62,1610,7.38,2501.06,7.82,0,0,0
538,29,33,4,36.95,2002,39047,10.57,12.14,2.5,1310,7.18,1139.84,7.04,0.02,0.2,0.18
553,25,43,18,36.67,2002,32700,10.4,12.26,2.51,1115,7.02,1341.63,7.2,0,0.31,0.31
149,4,2,-2,36.7,2006,21600,9.98,29.58,3.39,295,5.69,243.83,5.5,0,0,0
1134,28,27,-1,33.98,2000,15230000,16.54,3.26,1.18,3690,8.21,4565.41,8.43,0,0,0
855,19,36,17,36.55,1993,14350,9.57,12.28,2.51,771,6.65,1415.8,7.26,0.36,0.15,-0.21
856,14,15,1,36.2,2000,44855,10.71,27.62,3.32,928,6.83,170.38,5.14,0,0.02,0.02
308,13,14,1,36.28,2009,20317,9.92,13.52,2.6,430,6.06,1154.47,7.05,0.05,0.02,-0.03
857,14,7,-7,36.03,1999,18000,9.8,15.72,2.75,857,6.75,258.54,5.56,0,0.03,0.03
859,14,13,-1,35.73,1980,17290,9.76,13.62,2.61,2575,7.85,2784.985,7.93,0.01,0,-0.01
1133,14,22,8,35.8,1986,333000,12.72,16.42,2.8,2023,7.61,2291.84,7.74,0,0,0
81,23,29,6,35.82,2005,242106,12.4,15.47,2.74,560,6.33,1255.06,7.13,0.26,0,-0.26
8,30,56,26,35.94,2001,81753,11.31,8.19,2.1,821,6.71,1312.93,7.18,0,0.15,0.15
84,14,9,-5,35.6,2005,84700,11.35,15.81,2.76,722,6.58,2098.775,7.65,0,0,0
858,24,47,23,35.62,1982,67800,11.12,15.35,2.73,1097,7,2210.67,7.7,0,0.02,0.02
494,26,48,22,35.89,1999,40621,10.61,10.34,2.34,538,6.29,1424.525,7.26,0.03,0.29,0.26
1089,16,47,31,35.51,1982,16283,9.7,14.44,2.67,914,6.82,1842.315,7.52,0,0.02,0.02
1185,7,4,-3,31.35,2000,560000,13.24,2.24,0.81,2428,7.79,4786.135,8.47,0,0,0
559,21,46,25,35.5,2004,35563,10.48,12.39,2.52,674,6.51,1337.9,7.2,0,0.25,0.25
309,26,8,-18,35.48,2003,60439,11.01,18.2,2.9,961,6.87,659.785,6.49,0,0.01,0.01
543,18,9,-9,35.55,2002,23100,10.05,17.77,2.88,1092,7,821.05,6.71,0,0.12,0.12
549,37,26,-11,35.38,2002,93800,11.45,15.28,2.73,905,6.81,821.23,6.71,0,0.04,0.04
748,6,2,-4,35.55,1990,40000,10.6,21.24,3.06,665,6.5,114.44,4.74,0,0,0
319,17,7,-10,35.4,2004,25871,10.16,13.54,2.61,581,6.36,1230.98,7.12,0,0.01,0.01
861,67,102,35,35.39,1983,24800,10.12,11.49,2.44,1765,7.48,1160.985,7.06,0.16,0.47,0.31
862,4,3,-1,34.85,1994,127500,11.76,15.65,2.75,40,3.69,33.13,3.5,0,0.09,0.09
335,1,0,-1,32.3,2008,41173,10.63,1.19,0.17,778,6.66,4604.67,8.43,0,0,0
1018,19,36,17,35.04,1982,12551,9.44,12.13,2.5,1754,7.47,2809.96,7.94,0.09,0.01,-0.08
749,5,1,-4,35.2,1996,57348,10.96,15.27,2.73,423,6.05,525.79,6.26,0,0,0
1017,16,8,-8,35.19,1982,56600,10.94,21.58,3.07,881,6.78,364.23,5.9,0,0.03,0.03
1123,80,101,21,34.8,2001,6559,8.79,11.83,2.47,1654,7.41,1813.29,7.5,0.27,0.51,0.24
544,57,37,-20,35.04,2002,23900,10.08,10.5,2.35,1054,6.96,1010.95,6.92,0.2,0.43,0.23
156,4,3,-1,35,1988,22780,10.03,21.99,3.09,16,2.77,72.34,4.28,0,0,0
1126,36,56,20,34.41,2005,287759,12.57,8.76,2.17,2024,7.61,3318.275,8.11,0.06,0.02,-0.04
384,23,5,-18,34.83,1995,68000,11.13,19.14,2.95,610,6.41,606.44,6.41,0,0,0
1120,10,5,-5,33.48,1983,453300,13.02,18.27,2.91,14,2.64,1.02,0.02,0,0.03,0.03
1063,19,26,7,34.3,1982,247431,12.42,11.34,2.43,1244,7.13,3613.64,8.19,0.45,0,-0.45
525,26,72,46,34.41,2002,64000,11.07,15.94,2.77,990,6.9,2624.275,7.87,0.17,0,-0.17
1065,6,5,-1,33.62,1997,669800,13.41,6.96,1.94,1100,7,4560.76,8.43,0,0,0
85,5,18,13,34,2005,27416,10.22,11.61,2.45,882,6.78,3658.44,8.2,0.12,0,-0.12
866,25,44,19,34.07,1965,20000,9.9,8.54,2.14,1753,7.47,3172.89,8.06,0.4,0.06,-0.34
78,40,57,17,34.08,2004,55275,10.92,8.13,2.1,2212,7.7,3154.815,8.06,0.43,0.09,-0.34
77,64,122,58,33.98,2004,135536,11.82,8.15,2.1,2625,7.87,2882.82,7.97,0.33,0.2,-0.13
1174,5,4,-1,30.69,2008,97499,11.49,1.74,0.55,2042,7.62,4631.55,8.44,0,0.01,0.01
1064,24,44,20,33.68,1995,375000,12.83,11.05,2.4,1094,7,3516.52,8.17,0.08,0,-0.08
1019,31,50,19,33.72,1994,166571,12.02,10.85,2.38,301,5.71,3453.44,8.15,0.6,0,-0.6
1029,3,1,-2,31.42,1993,2032380,14.52,2.21,0.79,1824,7.51,4691.03,8.45,0,0,0
89,57,113,56,33.78,2005,114361,11.65,11.74,2.46,2875,7.96,2457.16,7.81,0.06,0.3,0.24
556,107,97,-10,33.93,2003,17500,9.77,12.87,2.55,1144,7.04,1363.43,7.22,0.9,0.35,-0.55
868,85,168,83,33.96,1965,56325,10.94,5.22,1.65,2241,7.71,2405.995,7.79,0.81,0.97,0.16
1171,142,126,-16,33.83,1982,184350,12.12,12.83,2.55,1059,6.97,1009.725,6.92,0.69,0.42,-0.27
76,92,40,-52,33.73,2005,52441,10.87,15.37,2.73,888,6.79,1289.12,7.16,0.76,0.02,-0.74
872,104,111,7,33.67,1982,31937,10.37,11.86,2.47,1722,7.45,1324.475,7.19,0.85,0.37,-0.48
1071,108,134,26,33.72,2002,13800,9.53,7.06,1.95,1458,7.28,1639.35,7.4,0.96,0.96,0
1072,105,140,35,33.74,2004,13492,9.51,6.24,1.83,1606,7.38,1612.89,7.39,0.92,0.99,0.07
1075,84,181,97,33.79,2006,21865,9.99,7.3,1.99,1513,7.32,2157.63,7.68,0.99,0.99,0
870,107,175,68,33.79,1988,56393,10.94,5.63,1.73,1614,7.39,1888.825,7.54,0.85,1,0.15
871,146,145,-1,33.75,1982,56024,10.93,10,2.3,1388,7.24,1205.635,7.09,0.5,0.74,0.24
1121,4,5,1,33.35,1986,78000,11.26,17.48,2.86,4,1.39,0.77,-0.26,0,0,0
1066,11,6,-5,32.74,1995,155400,11.95,7.65,2.03,1903,7.55,4525.69,8.42,0.02,0,-0.02
322,84,139,55,33.27,2009,147844,11.9,7.11,1.96,2804,7.94,2524.64,7.83,0.13,0.54,0.41
529,78,94,16,33.43,2002,74944,11.22,15.28,2.73,1706,7.44,1800.65,7.5,0.27,0.03,-0.24
1021,135,149,14,33.62,1995,29906,10.31,6.77,1.91,1747,7.47,1523.65,7.33,0.92,0.96,0.04
1077,133,146,13,33.64,2002,25500,10.15,5.44,1.69,1622,7.39,1493.51,7.31,0.67,0.88,0.21
1069,116,153,37,33.52,2006,15578,9.65,7.25,1.98,1643,7.4,1596.5,7.38,0.57,0.93,0.36
316,131,66,-65,33.53,2004,21685,9.98,13.3,2.59,1011,6.92,1021.93,6.93,0.4,0.36,-0.04
1,6,3,-3,33.19,2004,54000,10.9,14.66,2.69,30,3.4,11.74,2.46,0.06,0.02,-0.04
1176,3,0,-3,31.11,2010,94041,11.45,1.42,0.35,1007,6.91,4790.9,8.47,0,0,0
1022,18,39,21,32.81,2001,365870,12.81,10.7,2.37,1890,7.54,3929.065,8.28,0.05,0,-0.05
876,56,127,71,33.13,1978,72000,11.18,6.66,1.9,2825,7.95,3459.41,8.15,0.33,0.56,0.23
0,99,140,41,33.23,2006,91712,11.43,9.33,2.23,2625,7.87,2457.01,7.81,0.18,0.45,0.27
313,110,21,-89,33.33,2006,56000,10.93,14.81,2.7,926,6.83,991.31,6.9,0.86,0.1,-0.76
874,118,68,-50,33.4,1983,17549,9.77,9.91,2.29,1213,7.1,996.33,6.9,0.7,0.51,-0.19
1169,138,29,-109,33.19,1998,78015,11.26,14.01,2.64,1121,7.02,548.92,6.31,0.23,0.14,-0.09
65,7,4,-3,32.9,2006,21000,9.95,12.32,2.51,45,3.81,21.06,3.05,0.02,0.02,0
880,32,71,39,32.94,1963,32297,10.38,6.03,1.8,2085,7.64,3832.4,8.25,0.31,0.23,-0.08
881,73,117,44,32.77,1983,55051,10.92,6.03,1.8,3267,8.09,3519.665,8.17,0.59,0.45,-0.14
879,150,161,11,32.8,1963,213750,12.27,8.21,2.11,3289,8.1,1689.2,7.43,0.66,0.39,-0.27
326,10,12,2,32.42,2002,82834,11.32,11.42,2.44,1208,7.1,3919.94,8.27,0.35,0,-0.35
622,32,1,-31,32.8,2001,64027,11.07,15.23,2.72,330,5.8,198.995,5.29,0,0.01,0.01
1154,95,132,37,32.43,1993,63615,11.06,5.42,1.69,3345,8.12,2952.44,7.99,0.67,0.85,0.18
1024,132,145,13,32.65,1993,28227,10.25,5.14,1.64,2770,7.93,2141.2,7.67,0.64,0.95,0.31
726,97,10,-87,32.59,2001,30760,10.33,10.07,2.31,1513,7.32,1075.98,6.98,0.56,0.14,-0.42
882,157,202,45,32.64,1991,40155,10.6,9.31,2.23,1591,7.37,1570.24,7.36,0.88,0.9,0.02
1173,2,1,-1,30.6,2001,1099800,13.91,4.95,1.6,2679,7.89,4897.325,8.5,0,0,0
1026,40,85,45,32.26,2001,62300,11.04,6.99,1.94,2424,7.79,4016.91,8.3,0.53,0.24,-0.29
1025,138,144,6,32.3,1993,76710,11.25,5.74,1.75,3460,8.15,2907.03,7.97,0.61,0.73,0.12
438,166,154,-12,32.4,1986,63000,11.05,8.49,2.14,1529,7.33,1151.95,7.05,0.56,0.9,0.34
210,12,1,-11,32.55,2003,45103,10.72,20.62,3.03,314,5.75,163.43,5.1,0,0,0
892,4,6,2,31.41,1993,63700,11.06,7.23,1.98,1000,6.91,4640.425,8.44,0.12,0,-0.12
236,2,3,1,31.82,2002,21491,9.98,26.68,3.28,27,3.3,2.64,0.97,0,0,0
437,134,150,16,32.08,1994,44400,10.7,5.37,1.68,2471,7.81,2030.37,7.62,0.51,0.97,0.46
1028,288,308,20,31.89,1979,136017,11.82,8.44,2.13,2036,7.62,1693.095,7.43,0.77,0.95,0.18
211,179,81,-98,32.07,2004,36892,10.52,12.03,2.49,1242,7.12,787.835,6.67,0.55,0.47,-0.08
799,18,8,-10,28.59,1988,3400000,15.04,4.07,1.4,6287,8.75,4935.94,8.5,0,0,0
336,6,0,-6,30.65,2008,89541,11.4,4.98,1.61,1492,7.31,5019.79,8.52,0.08,0,-0.08
1030,125,139,14,31.88,1985,19550,9.88,6.35,1.85,2129,7.66,2532.89,7.84,0.55,0.82,0.27
328,121,6,-115,31.92,2001,27900,10.24,14.14,2.65,867,6.77,693.56,6.54,0.91,0.41,-0.5
486,253,287,34,32.03,2001,28103,10.24,6.45,1.86,1963,7.58,1828.5,7.51,0.38,0.98,0.6
1032,31,32,1,31.3,1998,141474,11.86,9.16,2.21,2339,7.76,4165.23,8.33,0.47,0.02,-0.45
1031,157,182,25,31.55,1999,63700,11.06,9.45,2.25,4106,8.32,2161.79,7.68,0,0.76,0.76
720,266,275,9,31.75,1987,47200,10.76,7.01,1.95,1723,7.45,1174.2,7.07,0.79,0.93,0.14
155,170,50,-120,31.64,2004,109930,11.61,12.26,2.51,859,6.76,246.015,5.51,0.48,0.27,-0.21
630,12,24,12,31.04,1995,140600,11.85,6.35,1.85,1797,7.49,4168.51,8.34,0.07,0.01,-0.06
895,17,33,16,31.16,1987,22300,10.01,9.8,2.28,1616,7.39,4119.98,8.32,0.15,0.04,-0.11
1160,101,145,44,31.42,1995,160732,11.99,5.34,1.68,3700,8.22,3643.13,8.2,0.65,0.69,0.04
325,90,1,-89,31.57,2003,12162,9.41,14.72,2.69,540,6.29,508.9,6.23,0.7,0.08,-0.62
628,149,4,-145,31.65,1996,48200,10.78,13.02,2.57,854,6.75,729.77,6.59,0.76,0.48,-0.28
719,277,309,32,31.62,1988,30500,10.33,8.13,2.1,1832,7.51,1519.82,7.33,0.88,0.94,0.06
1045,6,4,-2,29.36,1993,614350,13.33,9.79,2.28,1860,7.53,4317.46,8.37,0,0,0
1067,13,33,20,30.84,1995,143683,11.88,7.63,2.03,2267,7.73,4494.645,8.41,0.11,0,-0.11
894,191,196,5,30.92,1963,2.00E+05,12.21,6.46,1.87,4396,8.39,3609.47,8.19,0.79,0.68,-0.11
1034,141,172,31,31.3,2000,55678,10.93,5.85,1.77,4160,8.33,2879.45,7.97,0.54,0.74,0.2
893,150,151,1,31.19,1993,34000,10.43,11.1,2.41,3789,8.24,1978.335,7.59,0,0.66,0.66
1033,121,150,29,31.34,1996,30150,10.31,9.43,2.24,3460,8.15,2770.84,7.93,0,0.91,0.91
704,165,5,-160,31.42,1999,26260,10.18,11.89,2.48,873,6.77,738.42,6.6,0.41,0.55,0.14
583,264,74,-190,31.48,2000,22400,10.02,9.64,2.27,1823,7.51,1039.12,6.95,0.67,0.7,0.03
891,302,352,50,31.46,1986,70467,11.16,7.37,2,2664,7.89,1821.11,7.51,0.76,0.98,0.22
1035,265,222,-43,31.3,1982,28914,10.27,9.79,2.28,1436,7.27,641.795,6.46,0.68,0.81,0.13
1136,55,80,25,29.47,2003,2014981,14.52,3.34,1.21,3727,8.22,4311.13,8.37,0.43,0.02,-0.41
1041,127,126,-1,29.58,1985,961800,13.78,2.07,0.73,5957,8.69,3642.12,8.2,0.23,0.27,0.04
765,228,25,-203,31.29,2000,35300,10.47,13.28,2.59,1965,7.58,743.58,6.61,0.55,0.32,-0.23
1038,22,38,16,30.61,2000,171065,12.05,8.33,2.12,2031,7.62,4197.4,8.34,0.27,0.03,-0.24
581,124,4,-120,31.16,2000,23452,10.06,14.88,2.7,971,6.88,555.12,6.32,0.18,0.17,-0.01
70,255,158,-97,30.67,1982,43333,10.68,13.17,2.58,965,6.87,268.08,5.59,0.63,0.59,-0.04
649,36,64,28,30.64,1998,62100,11.04,5.76,1.75,2675,7.89,4063.185,8.31,0.39,0.39,0
897,155,166,11,30.56,1975,40000,10.6,6.85,1.92,3450,8.15,2854.605,7.96,0.2,0.87,0.67
1037,171,153,-18,30.61,1993,31800,10.37,6.95,1.94,3978,8.29,2465.445,7.81,0.01,0.95,0.94
7,3,1,-2,30.91,2009,33605,10.42,16.38,2.8,216,5.38,369.83,5.91,0.11,0,-0.11
768,218,20,-198,30.93,1998,26500,10.18,13.42,2.6,1594,7.37,731.65,6.6,0.6,0.31,-0.29
767,256,94,-162,30.96,2000,37052,10.52,11.74,2.46,1681,7.43,855.81,6.75,0.53,0.41,-0.12
212,119,15,-104,30.78,2003,16048,9.68,17.18,2.84,519,6.25,158.38,5.06,0.54,0.15,-0.39
458,70,14,-56,30.61,1995,120000,11.7,16.29,2.79,706,6.56,20.59,3.02,0.58,0.06,-0.52
31,264,196,-68,30.48,1985,50000,10.82,10.28,2.33,1381,7.23,403.04,6,0.25,0.81,0.56
1087,207,161,-46,30.22,1963,23437,10.06,6.64,1.89,4127,8.33,2485.02,7.82,0.64,0.91,0.27
1115,296,286,-10,30.2,1979,12252,9.41,9.26,2.23,1285,7.16,775.94,6.65,0.67,0.84,0.17
1165,195,93,-102,30.19,1985,11252,9.33,11.55,2.45,534,6.28,211.13,5.35,0.5,0.71,0.21
902,110,112,2,29.45,1993,185300,12.13,7.97,2.08,3045,8.02,4076.61,8.31,0.25,0.02,-0.23
1042,26,29,3,29.58,1995,459161,13.04,9.47,2.25,1468,7.29,4508.935,8.41,0.28,0,-0.28
56,23,32,9,30.05,1995,22897,10.04,8.04,2.08,1160,7.06,4144.48,8.33,0.62,0.07,-0.55
1109,268,88,-180,30.08,1982,14821,9.6,8.04,2.08,1283,7.16,319,5.77,0.9,0.83,-0.07
1043,145,174,29,29.56,1996,406917,12.92,7.24,1.98,5333,8.58,4163.22,8.33,0.82,0.26,-0.56
898,344,345,1,30.14,1985,40964,10.62,8.82,2.18,1643,7.4,1237.76,7.12,0.29,0.95,0.66
592,27,3,-24,30.13,2001,37900,10.54,16.95,2.83,291,5.67,51.92,3.95,0.13,0.02,-0.11
899,352,237,-115,30.05,1981,68339,11.13,9.6,2.26,1117,7.02,1040.555,6.95,0.63,0.92,0.29
425,322,257,-65,30.02,1990,34550,10.45,8.66,2.16,1497,7.31,1094.83,7,0.64,0.93,0.29
901,392,374,-18,30.01,1982,66568,11.11,7.79,2.05,1681,7.43,977.78,6.89,0.22,0.94,0.72
1046,176,140,-36,29.56,1993,36490,10.5,8.06,2.09,2623,7.87,2033.135,7.62,0.6,0.94,0.34
351,148,10,-138,29.87,2002,18137,9.81,16.44,2.8,1232,7.12,529.91,6.27,0.5,0.34,-0.16
1044,6,4,-2,29.86,1996,37088,10.52,14.15,2.65,22,3.09,23.57,3.16,0.25,0.06,-0.19
1110,335,245,-90,29.63,1995,2771,7.93,7.19,1.97,1412,7.25,504.08,6.22,0.87,0.98,0.11
1085,110,136,26,28.68,1985,101400,11.53,2.35,0.85,3816,8.25,3950.07,8.28,0.11,0.23,0.12
1091,384,148,-236,29.7,1986,23200,10.05,7.7,2.04,1298,7.17,788.32,6.67,0.56,0.89,0.33
1047,262,105,-157,29.54,1981,30452,10.32,14.93,2.7,1362,7.22,344.76,5.84,0.39,0.53,0.14
1048,31,42,11,29.2,1995,84300,11.34,6.73,1.91,1845,7.52,4234.47,8.35,0.76,0.31,-0.45
1049,46,72,26,29.2,1999,36025,10.49,5.88,1.77,3573,8.18,3911.95,8.27,0.61,0.43,-0.18
642,99,108,9,29.19,2001,40900,10.62,7.31,1.99,3526,8.17,2540.57,7.84,0.43,0.82,0.39
904,51,20,-31,29.31,1984,190300,12.16,12.68,2.54,127,4.84,27.62,3.32,0.29,0.09,-0.2
905,322,135,-187,29.42,1981,20105,9.91,9.89,2.29,1166,7.06,485.1,6.18,0.81,0.89,0.08
240,57,36,-21,29.27,2003,41100,10.62,12.92,2.56,163,5.09,22.86,3.13,0.08,0.02,-0.06
59,77,73,-4,28.76,2000,23693,10.07,8.8,2.17,2421,7.79,3659.91,8.21,0.3,0.26,-0.04
907,63,10,-53,29.18,1988,22400,10.02,12.02,2.49,71,4.26,16.12,2.78,0.1,0.05,-0.05
917,199,173,-26,28.3,1984,281640,12.55,7.8,2.05,2982,8,3546.53,8.17,0.7,0.52,-0.18
725,133,139,6,28.8,2001,40800,10.62,11.11,2.41,2932,7.98,2312.435,7.75,0.56,0.7,0.14
471,139,110,-29,28.95,1997,29650,10.3,8.03,2.08,2946,7.99,2595.23,7.86,0.71,0.96,0.25
911,336,271,-65,29.01,1979,41850,10.64,11.78,2.47,1665,7.42,1171.91,7.07,0.1,0.73,0.63
910,328,280,-48,29.13,1984,26990,10.2,12.2,2.5,1628,7.4,1130.215,7.03,0.17,0.58,0.41
465,31,23,-8,28.96,1997,33300,10.41,10.59,2.36,12,2.48,14.78,2.69,0.05,0.09,0.04
920,302,234,-68,27.23,1983,405200,12.91,3.34,1.21,3745,8.23,2959.94,7.99,0.55,0.78,0.23
1055,114,81,-33,28.45,1996,146000,11.89,5.94,1.78,3191,8.07,4019.545,8.3,0.59,0.45,-0.14
330,88,111,23,28.65,2002,33700,10.43,11.54,2.45,2916,7.98,3082.8,8.03,0.86,0.71,-0.15
915,166,134,-32,28.69,1978,50655,10.83,8.23,2.11,2694,7.9,2561.575,7.85,0.74,0.96,0.22
1052,259,45,-214,28.89,1992,28000,10.24,10.11,2.31,1181,7.07,715.54,6.57,0.48,0.64,0.16
17,40,20,-20,28.9,1998,33818,10.43,18.1,2.9,115,4.74,57.87,4.06,0.08,0.01,-0.07
912,15,6,-9,28.9,1997,35680,10.48,14.56,2.68,71,4.26,32.005,3.47,0.05,0.09,0.04
1050,39,11,-28,28.89,1991,168000,12.03,14.67,2.69,80,4.38,29.26,3.38,0.17,0.05,-0.12
651,88,89,1,28.39,1997,120100,11.7,9.59,2.26,3339,8.11,2840.255,7.95,0.39,0.81,0.42
916,146,133,-13,28.61,1978,30164,10.31,8.73,2.17,2522,7.83,2882.83,7.97,0.65,0.67,0.02
