PAcode,PD.current,PD.future,PD_dis,Type,Latitude,Year,Area,Area_1,HP,HP_1,range,range_1,altitude,altitude_1,forest_current,forest_future,forest_dis
692,1251.08,1259.34,8.27,Stable,53.31,2006,137600,11.83,2.49,0.91,511,6.24,567.27,6.34,0.68,0.48,-0.2
689,1206.23,597.3,-608.94,Negative,53,2005,88850,11.39,2.49,0.91,310,5.74,351.29,5.86,0.93,0.15,-0.78
690,1251.08,1259.34,8.27,Stable,52.9,2006,68400,11.13,4.45,1.49,566,6.34,646.28,6.47,0.68,0.85,0.17
1119,1259.34,891.77,-367.57,Negative,52.13,1982,60000,11,3.96,1.38,405,6,318.68,5.76,0.77,0.02,-0.75
195,1302.1,1352.39,50.29,Stable,52.36,2006,55074,10.92,5.17,1.64,591,6.38,504.76,6.22,0.91,0.41,-0.5
641,1552.9,1281.15,-271.75,Negative,52.27,1998,124527,11.73,2.14,0.76,870,6.77,665.58,6.5,0.85,0.98,0.13
693,1284.66,891.77,-392.89,Negative,51.63,2005,105580,11.57,2.61,0.96,378,5.93,436.13,6.08,0.78,0.08,-0.7
1007,1667,1287.96,-379.05,Negative,51.62,1979,107348,11.58,2,0.69,687,6.53,999.35,6.91,0.69,0.94,0.25
800,1688.72,1325.5,-363.22,Negative,51.66,1984,167213,12.03,1.18,0.17,666,6.5,949.635,6.86,0.81,0.97,0.16
1008,1505.57,1309.63,-195.93,Stable,51.33,1999,229523,12.34,2.04,0.71,637,6.46,508.855,6.23,0.51,0.04,-0.47
758,1694.98,1281.15,-413.83,Negative,51.73,2003,102600,11.54,2.05,0.72,681,6.52,780.91,6.66,0.88,0.92,0.04
691,1217.07,886.3,-330.76,Negative,50.62,2006,129000,11.77,2.17,0.77,331,5.8,451.02,6.11,0.31,0.02,-0.29
802,1480.59,1467.82,-12.77,Stable,48.85,1980,250000,12.43,8.58,2.15,2712,7.91,2269.28,7.73,0.02,0,-0.02
13,1495.78,611.51,-884.27,Negative,50.23,1997,126000,11.74,6.25,1.83,361,5.89,669.98,6.51,0.04,0,-0.04
801,332.31,138.7,-193.61,Stable,49.32,1982,45000,10.71,8.12,2.09,244,5.5,185.81,5.22,0.09,0,-0.09
393,138.7,138.7,0,Stable,48.22,1999,32000,10.37,6.58,1.88,11,2.4,40.5,3.7,0.13,0,-0.13
480,662.35,403.28,-259.07,Negative,48.69,1999,43800,10.69,7.86,2.06,300,5.7,391.74,5.97,0.9,0.42,-0.48
1009,138.7,138.7,0,Stable,47.77,1994,198100,12.2,5.71,1.74,19,2.94,45.38,3.82,0.1,0,-0.1
1124,662.35,403.68,-258.67,Negative,48.38,2006,211600,12.26,3.07,1.12,245,5.5,442.66,6.09,0.56,0.27,-0.29
339,1575.01,1567.28,-7.74,Stable,47.85,2005,99040,11.5,10.64,2.36,2252,7.72,1488.31,7.31,0,0,0
675,1114.37,443.19,-671.17,Negative,49.2,2001,44700,10.71,12.44,2.52,157,5.06,653.91,6.48,0.03,0,-0.03
804,745.89,307.04,-438.85,Negative,48.67,1980,100800,11.52,8.87,2.18,253,5.53,328.49,5.79,0.15,0,-0.15
204,699.55,699.55,0,Stable,48.23,2004,112000,11.63,10.13,2.32,445,6.1,394.96,5.98,0.94,0.47,-0.47
805,138.7,138.7,0,Stable,47.75,1988,21835,9.99,5.54,1.71,7,1.95,52.2,3.96,0.07,0,-0.07
572,138.7,138.7,0,Stable,47.69,2001,39700,10.59,6.62,1.89,8,2.08,52.13,3.95,0.04,0,-0.04
1156,1556.01,1796.06,240.04,Positive,47.37,2001,1130000,13.94,5.95,1.78,2445,7.8,2534.94,7.84,0.02,0,-0.02
733,662.35,269.84,-392.51,Negative,48.17,2005,60700,11.01,7.17,1.97,250,5.52,439.26,6.09,0.9,0.64,-0.26
482,1538.49,1392.31,-146.18,Stable,47.74,1986,56700,10.95,7.64,2.03,1493,7.31,1378.95,7.23,0,0,0
803,923.1,795.7,-127.4,Stable,48.67,1986,740000,13.51,4.1,1.41,322,5.77,564.46,6.34,0,0,0
160,175.9,0,-175.9,Stable,48.28,2006,36500,10.51,11.11,2.41,109,4.69,294.52,5.69,0.01,0,-0.01
695,662.35,269.84,-392.51,Negative,48.04,2004,67000,11.11,8.41,2.13,205,5.32,328.29,5.79,0.84,0.24,-0.6
652,138.7,272.54,133.84,Positive,47.22,1998,160600,11.99,7.04,1.95,261,5.56,58.62,4.07,0.03,0,-0.03
1135,1001.92,591.92,-410,Negative,48.54,1997,346800,12.76,6.89,1.93,174,5.16,680.62,6.52,0,0,0
673,1591.44,1088.82,-502.63,Negative,48.62,1998,125564,11.74,4.2,1.44,482,6.18,895.345,6.8,0.06,0,-0.06
202,662.35,403.68,-258.67,Negative,47.73,2009,78864,11.28,14.37,2.67,659,6.49,342.76,5.84,0.71,0.37,-0.34
163,138.7,138.7,0,Stable,47.25,2008,26336,10.18,16.34,2.79,35,3.56,59.92,4.09,0,0,0
189,138.7,272.54,133.84,Positive,46.8,2004,72604,11.19,8.01,2.08,712,6.57,126.27,4.84,0.39,0.1,-0.29
207,269.84,0,-269.84,Negative,47.88,2007,61385,11.02,17.78,2.88,93,4.53,210.01,5.35,0,0,0
168,138.7,138.7,0,Stable,47.33,2007,55490,10.92,20.14,3,228,5.43,155.21,5.04,0.07,0,-0.07
164,269.84,0,-269.84,Negative,47.82,2006,55423,10.92,18.88,2.94,27,3.3,165.14,5.11,0.02,0,-0.02
158,0,0,0,Stable,47.6,2011,19460,9.88,19.32,2.96,101,4.62,262.79,5.57,0,0,0
174,175.9,138.7,-37.2,Stable,47.02,2004,26200,10.17,11.78,2.47,40,3.69,70.58,4.26,0,0,0
192,175.9,0,-175.9,Stable,47.25,2007,50025,10.82,19.36,2.96,101,4.62,202.315,5.31,0,0,0
806,787.22,403.68,-383.54,Negative,47.18,1980,12133,9.4,9.16,2.21,721,6.58,439.74,6.09,0.98,0.78,-0.2
809,309.74,138.7,-171.04,Stable,46.6,1990,23000,10.04,7.96,2.07,679,6.52,341.19,5.83,0.75,0.41,-0.34
364,138.7,263.94,125.24,Positive,46.28,1980,270000,12.51,7.39,2,492,6.2,109.195,4.69,0.06,0,-0.06
1010,764.74,669.87,-94.87,Stable,47.13,1987,210000,12.25,12.86,2.55,15,2.71,142.01,4.96,0.02,0,-0.02
188,175.9,0,-175.9,Stable,46.88,2008,21229,9.96,14.18,2.65,50,3.91,178.26,5.18,0.01,0,-0.01
159,138.7,263.94,125.24,Positive,46.32,2004,19244,9.86,12.74,2.54,292,5.68,137.33,4.92,0.03,0,-0.03
694,138.7,146.82,8.12,Stable,46.08,2005,31516,10.36,6.29,1.84,424,6.05,243.82,5.5,0.45,0.19,-0.26
495,765.74,723.33,-42.41,Stable,44.88,2000,31400,10.35,10.38,2.34,1128,7.03,1302.52,7.17,0,0,0
496,610.82,531.46,-79.37,Stable,44.85,2000,267100,12.5,5.33,1.67,531,6.27,215.22,5.37,0,0,0
264,1202.55,927.67,-274.88,Negative,47.18,1997,38567,10.56,8.23,2.11,536,6.28,1184.28,7.08,0.07,0.07,0
1081,397.77,513.35,115.58,Positive,44.72,1983,54700,10.91,6.78,1.91,331,5.8,303.62,5.72,0,0,0
820,879.06,748.91,-130.15,Stable,44.1,1983,35000,10.46,13.84,2.63,430,6.06,673.05,6.51,0,0,0
811,1322.56,1062.91,-259.65,Negative,44.9,1982,1733000,14.37,3.17,1.15,1080,6.98,701.08,6.55,0,0,0
754,1581.58,580.77,-1000.81,Negative,46.68,2003,75700,11.23,12.18,2.5,617,6.42,672.05,6.51,0.08,0.01,-0.07
812,138.7,386.96,248.26,Positive,45.26,1986,222488,12.31,11.21,2.42,53,3.97,68.375,4.23,0.01,0.01,0
1186,1546.38,802.63,-743.74,Negative,46.34,2001,58515,10.98,12.99,2.56,445,6.1,403.51,6,0,0,0
379,691.16,589,-102.16,Stable,46.31,1998,94800,11.46,10.15,2.32,108,4.68,157.185,5.06,0,0,0
208,138.7,0,-138.7,Stable,46.07,2003,36700,10.51,19.07,2.95,53,3.97,147.2,4.99,0,0,0
810,443.19,794.31,351.12,Positive,45.9,1981,144000,11.88,11.94,2.48,37,3.61,131.94,4.88,0,0,0
1145,255.82,383.75,127.93,Positive,45.08,1989,26570,10.19,7.61,2.03,605,6.41,319.91,5.77,0.5,0.22,-0.28
1137,1019.3,649.26,-370.04,Negative,45.8,2004,612650,13.33,6.31,1.84,398,5.99,930.18,6.84,0,0,0
209,269.84,408.04,138.2,Positive,45.52,2008,57870,10.97,14.97,2.71,45,3.81,129.45,4.86,0,0,0
190,138.7,0,-138.7,Stable,45.37,2009,17179,9.75,22.07,3.09,26,3.26,173.02,5.15,0,0,0
1011,1633.39,1305.16,-328.24,Negative,43.39,1983,31217,10.35,8.49,2.14,1733,7.46,1624.27,7.39,0.17,0,-0.17
1118,630.37,774.65,144.28,Positive,45.65,1995,47200,10.76,6.6,1.89,162,5.09,863.605,6.76,0,0,0
757,1175.37,1004.38,-170.99,Stable,45.58,1997,31442,10.36,14.35,2.66,280,5.63,443.05,6.09,0,0,0
1180,269.84,408.04,138.2,Positive,45.28,1986,63600,11.06,11.41,2.43,34,3.53,129.26,4.86,0,0,0
224,0,138.7,138.7,Positive,44.98,2009,61010,11.02,18.4,2.91,117,4.76,180.455,5.2,0,0,0
456,819.56,648.73,-170.83,Stable,44.6,1997,190000,12.15,8.49,2.14,823,6.71,466.355,6.14,0.44,0.27,-0.17
180,255.82,386.96,131.14,Positive,44.58,2011,71278,11.17,17.18,2.84,438,6.08,358.18,5.88,0.06,0.02,-0.04
755,1228.41,1157.06,-71.34,Stable,45.47,2001,61600,11.03,11.5,2.44,340,5.83,500.63,6.22,0,0,0
442,1662.71,1366.2,-296.51,Negative,43.24,1986,65300,11.09,4.09,1.41,2669,7.89,2622.34,7.87,0.17,0.01,-0.16
441,1136.98,1002.12,-134.85,Stable,43.97,1980,38100,10.55,9.76,2.28,2600,7.86,1497.65,7.31,0.08,0.01,-0.07
670,1252.56,1332.37,79.82,Stable,45.22,1996,91300,11.42,9.45,2.25,590,6.38,994.75,6.9,0.08,0,-0.08
813,766.6,884.69,118.09,Positive,45,1981,105467,11.57,10.18,2.32,41,3.71,165.62,5.11,0,0,0
184,138.7,386.96,248.26,Positive,44.35,2006,20834,9.94,12.36,2.51,289,5.67,304.53,5.72,0,0,0
1127,639.76,639.76,0,Stable,44.07,2006,35648,10.48,5.72,1.74,528,6.27,663.58,6.5,0.88,0.77,-0.11
162,269.84,386.96,117.12,Positive,44.07,2007,18000,9.8,10.71,2.37,677,6.52,254.9,5.54,0.07,0.17,0.1
827,1238.16,1452.22,214.06,Positive,42.12,1980,237637,12.38,4.01,1.39,4123,8.32,4078.84,8.31,0,0,0
1082,1405.4,1142.7,-262.7,Negative,42.8,1980,1.00E+05,11.51,6.19,1.82,1572,7.36,2699.88,7.9,0,0,0
440,1023.17,638.74,-384.43,Negative,44.09,1986,38600,10.56,10.9,2.39,184,5.21,818.91,6.71,0,0,0
267,1197.67,836.23,-361.44,Negative,45.05,1999,38882,10.57,11.88,2.47,443,6.09,274.65,5.62,0,0,0
814,767.57,838.74,71.17,Stable,44.88,1985,126990,11.75,9.67,2.27,45,3.81,198.295,5.29,0,0,0
232,535.64,761.79,226.16,Positive,44.82,2002,62190,11.04,11.6,2.45,22,3.09,146.34,4.99,0,0,0
819,525.71,386.96,-138.75,Stable,44.01,1980,126000,11.74,6.95,1.94,627,6.44,442.3,6.09,0.49,0.27,-0.22
680,1373.02,941.8,-431.22,Negative,45,1997,106284,11.57,7.37,2,466,6.14,1126.58,7.03,0.01,0,-0.01
816,489.15,418.72,-70.43,Stable,44.69,1986,23800,10.08,10.03,2.31,34,3.53,145.22,4.98,0,0,0
231,0,269.84,269.84,Positive,44.43,2004,24915,10.12,19.6,2.98,73,4.29,195.08,5.27,0,0,0
570,949.28,397.77,-551.52,Negative,44.01,2000,23500,10.06,6.99,1.94,911,6.81,718.42,6.58,0.55,0.94,0.39
674,922.47,934.42,11.95,Stable,44.67,1998,98900,11.5,7.82,2.06,244,5.5,1088.18,6.99,0.06,0,-0.06
676,888.08,843.03,-45.05,Stable,44.49,2000,52823,10.87,10.41,2.34,400,5.99,535.04,6.28,0,0,0
21,514.89,383.75,-131.14,Stable,43.73,1991,53940,10.9,8.47,2.14,696,6.55,539.85,6.29,0.74,0.56,-0.18
817,1073.72,945.39,-128.33,Stable,44.18,1985,1078600,13.89,9.63,2.26,534,6.28,1059.77,6.97,0,0,0
786,1005.95,1125.85,119.9,Positive,44.38,1998,136800,11.83,12.12,2.49,778,6.66,785.67,6.67,0,0,0
269,535.64,539.1,3.46,Stable,44.13,2001,33823,10.43,13.02,2.57,24,3.18,145.4,4.98,0,0,0
233,383.75,639.76,256.01,Positive,43.32,2002,42756,10.66,11.82,2.47,537,6.29,355.32,5.87,0.94,0.18,-0.76
1148,397.77,386.96,-10.8,Stable,42.93,2001,108700,11.6,8.36,2.12,969,6.88,173.08,5.15,0,0.16,0.16
383,1033.4,1261.7,228.3,Positive,44.22,1997,100400,11.52,10.32,2.33,978,6.89,1168.205,7.06,0,0.01,0.01
682,895.64,800.27,-95.36,Stable,43.98,1997,120000,11.7,12.83,2.55,631,6.45,583.365,6.37,0,0,0
1122,692.87,685.72,-7.15,Stable,42.96,1990,115253,11.65,7.7,2.04,587,6.38,445.64,6.1,0.93,0.32,-0.61
380,685.72,762.33,76.62,Stable,42.98,1996,77300,11.26,8.98,2.19,814,6.7,491.8,6.2,0.49,0.39,-0.1
263,462.76,685.86,223.1,Positive,44.02,2007,191164,12.16,8,2.08,326,5.79,1220.09,7.11,0,0,0
1080,1173.45,904.95,-268.5,Negative,40.45,1986,7800000,15.87,1.25,0.22,4692,8.45,1266.01,7.14,0,0,0
338,397.77,269.84,-127.93,Stable,39.15,2005,125600,11.74,12.26,2.51,1046,6.95,1341.41,7.2,0,0,0
830,600.8,269.84,-330.96,Negative,41.17,1983,395420,12.89,2.9,1.06,41,3.71,916.88,6.82,0,0,0
646,568.73,560.47,-8.27,Stable,43.7,1996,32000,10.37,12.42,2.52,68,4.22,940.5,6.85,0,0,0
823,1039.43,811.85,-227.58,Negative,43.27,1987,119413,11.69,7.01,1.95,180,5.19,1267.705,7.14,0.01,0,-0.01
787,1229.21,985.53,-243.68,Negative,43.33,2000,45438,10.72,8.65,2.16,790,6.67,1416.56,7.26,0,0,0
268,706.98,562.03,-144.95,Stable,42.95,2001,23471,10.06,15.13,2.72,51,3.93,253.39,5.53,0,0,0
826,881.4,969.29,87.89,Stable,41.96,1960,196475,12.19,5.13,1.64,1853,7.52,1177.58,7.07,0,0.98,0.98
825,568,639.76,71.77,Stable,42.36,1991,15061,9.62,7.64,2.03,776,6.65,659.17,6.49,0.79,0.55,-0.24
229,429.71,851.04,421.34,Positive,42.28,1991,22230,10.01,13.18,2.58,654,6.48,459.57,6.13,0.93,0.12,-0.81
258,666.38,522.64,-143.74,Stable,42.3,2007,51205,10.84,21.47,3.07,256,5.55,85.35,4.45,0.49,0,-0.49
22,1307.71,1313.27,5.56,Stable,41.94,1990,530000,13.18,12.41,2.52,1230,7.11,192.265,5.26,0.58,0.01,-0.57
273,610.49,443.19,-167.29,Stable,42.75,2001,30595,10.33,10.69,2.37,76,4.33,1102.55,7.01,0,0,0
738,1108.43,569.74,-538.7,Negative,42.57,1998,30089,10.31,10.19,2.32,261,5.56,1499.23,7.31,0.06,0,-0.06
671,1065.67,552.09,-513.58,Negative,42.41,1998,42500,10.66,10.49,2.35,214,5.37,1387.1,7.23,0.21,0,-0.21
378,1198.49,1470.11,271.61,Positive,42.06,1996,86800,11.37,15.09,2.71,617,6.42,655.075,6.48,0,0,0
1131,1003.03,494.55,-508.48,Negative,40.79,1987,8.00E+05,13.59,2.54,0.93,2083,7.64,1750.51,7.47,0,0,0
792,743.76,385.42,-358.34,Negative,41.89,1998,52700,10.87,0.04,-3.22,215,5.37,1577.05,7.36,0,0,0
489,1401.07,1203.32,-197.75,Stable,42.27,2002,32620,10.39,13,2.56,358,5.88,1468.86,7.29,0.02,0,-0.02
1013,798.15,385.42,-412.73,Negative,42.11,1985,68000,11.13,2.63,0.97,149,5,900.645,6.8,0,0,0
488,1429.86,1383.34,-46.51,Stable,41.94,2002,50600,10.83,14.13,2.65,671,6.51,1154.755,7.05,0.07,0,-0.07
831,897,1054.19,157.19,Positive,41.31,1981,19183,9.86,8.32,2.12,909,6.81,639.24,6.46,0.81,0.48,-0.33
850,591.86,514.46,-77.4,Stable,36.63,1984,1500000,14.22,1.8,0.59,5141,8.55,4717.265,8.46,0,0,0
487,1493,1495.83,2.83,Stable,41.66,2002,40038,10.6,12.03,2.49,804,6.69,1049.28,6.96,0.5,0.01,-0.49
1014,1523.64,1223.3,-300.35,Negative,41.47,1996,27638,10.23,11.64,2.45,979,6.89,1195.38,7.09,0,0.35,0.35
832,847.98,567.25,-280.73,Negative,41.06,1985,80000,11.29,18.9,2.94,13,2.56,3.715,1.31,0,0,0
1158,472.27,515.37,43.1,Stable,40.09,1992,660000,13.4,2.85,1.05,1459,7.29,1048.76,6.96,0,0,0
80,732.59,254.28,-478.31,Negative,40.51,2002,324200,12.69,3.67,1.3,485,6.18,1282.675,7.16,0,0,0
683,434.97,386.96,-48,Stable,41.5,2001,49650,10.81,8.86,2.18,164,5.1,1578,7.36,0,0,0
563,906.57,607.61,-298.96,Negative,41.08,2003,83160,11.33,8.16,2.1,810,6.7,1394.37,7.24,0,0,0
1138,1207.48,1053.19,-154.28,Stable,40.87,1996,388577,12.87,13.11,2.57,1226,7.11,1581.155,7.37,0,0,0
146,1548.24,1434.65,-113.59,Stable,40.93,2007,17680,9.78,15.48,2.74,604,6.4,639.42,6.46,0.28,0.03,-0.25
147,1177.82,1434.35,256.53,Positive,41,2003,45225,10.72,14.15,2.65,565,6.34,641.39,6.46,0.01,0.02,0.01
568,1029.05,1481.92,452.87,Positive,40.82,2001,17440,9.77,15.49,2.74,823,6.71,364.87,5.9,0.02,0.05,0.03
1125,447.59,138.7,-308.9,Negative,39.85,1994,88178,11.39,4.9,1.59,657,6.49,1330.65,7.19,0,0,0
79,465.77,0,-465.77,Negative,40.13,2001,39840,10.59,8.64,2.16,366,5.9,1171.935,7.07,0,0,0
1189,799.21,694.11,-105.1,Stable,40.56,1999,717060,13.48,0.02,-3.91,459,6.13,1313.98,7.18,0,0,0
1183,699.56,266.63,-432.93,Negative,40.98,1993,29300,10.29,8.17,2.1,41,3.71,1021.8,6.93,0,0.05,0.05
710,1071.59,1537.75,466.16,Positive,40.74,2001,69912,11.15,13.61,2.61,665,6.5,527.92,6.27,0,0.01,0.01
1147,1000.52,694.11,-306.41,Negative,40.72,1995,123600,11.72,5.73,1.75,901,6.8,1407.77,7.25,0,0,0
701,555.22,333.92,-221.31,Negative,40.84,1996,36800,10.51,15.87,2.76,425,6.05,1342.48,7.2,0,0,0
1159,832.74,494.86,-337.88,Negative,39.47,1982,396000,12.89,1.31,0.27,4182,8.34,2564.21,7.85,0,0,0
1153,802.57,612.46,-190.1,Stable,39.57,2001,480000,13.08,1.11,0.1,3549,8.17,2948.27,7.99,0,0,0
540,817.66,138.7,-678.96,Negative,39.91,1996,68250,11.13,5.58,1.72,1774,7.48,2020.905,7.61,0,0,0
524,855.11,587.29,-267.82,Negative,39.89,2002,152900,11.94,4.9,1.59,2916,7.98,1975.47,7.59,0,0,0
523,870.08,397.77,-472.31,Negative,40.12,2002,163400,12,7.13,1.96,227,5.42,1233.93,7.12,0,0,0
672,988.56,383.75,-604.81,Negative,40.7,2000,22700,10.03,19.76,2.98,882,6.78,1209.07,7.1,0,0,0
150,1428.97,1545.34,116.37,Positive,40.43,2007,16088,9.69,16.14,2.78,1055,6.96,737.57,6.6,0.23,0.1,-0.13
1084,649.66,481.32,-168.34,Stable,39.46,1982,9640,9.17,2.54,0.93,2768,7.93,2522.085,7.83,0,0,0
1152,822.94,768.69,-54.25,Stable,39.13,1982,1360000,14.12,0.37,-0.99,3297,8.1,3887.205,8.27,0,0,0
1157,314.85,568.72,253.87,Positive,37.36,2001,3200000,14.98,0,#NUM!,5224,8.56,4099.045,8.32,0,0,0
1188,970.88,698.67,-272.21,Negative,39.7,1997,489011,13.1,0,#NUM!,509,6.23,1298.605,7.17,0,0,0
1132,786.09,594.23,-191.86,Stable,39.7,1986,474500,13.07,5.11,1.63,1091,6.99,1417.7,7.26,0,0,0
753,613.84,560.51,-53.34,Stable,40.12,2003,85750,11.36,5.38,1.68,180,5.19,1237.615,7.12,0,0,0
535,1437.64,696.47,-741.18,Negative,39.89,2002,69600,11.15,21.43,3.06,595,6.39,1027.77,6.94,0.02,0,-0.02
837,1851.07,1145.65,-705.42,Negative,39.95,1983,21833,9.99,9.54,2.26,1922,7.56,1636.16,7.4,0.44,0.22,-0.22
791,929.16,453.14,-476.02,Negative,39.64,1999,90570,11.41,2.5,0.92,292,5.68,1290.355,7.16,0,0,0
1005,414.91,397.77,-17.15,Stable,36.68,1983,4500000,15.32,0,#NUM!,3117,8.04,4866.565,8.49,0,0,0
1088,1212.29,851.7,-360.6,Negative,39.04,1992,67710,11.12,4.71,1.55,2365,7.77,1448.23,7.28,0,0,0
562,743.79,578.53,-165.26,Stable,39.24,2003,144800,11.88,4.91,1.59,303,5.71,1364.195,7.22,0,0,0
534,1195.94,1023.08,-172.86,Stable,39.37,2002,27426,10.22,13.18,2.58,1211,7.1,1703.84,7.44,0.01,0,-0.01
841,899.36,583.09,-316.27,Negative,38.77,1982,389900,12.87,5.74,1.75,367,5.91,1388.81,7.24,0,0,0
840,997.17,420.95,-576.22,Negative,38.93,1982,157800,11.97,11.45,2.44,2261,7.72,1909.67,7.55,0,0,0
1139,1446.58,1250.22,-196.37,Stable,39.2,2002,134700,11.81,12.22,2.5,952,6.86,1079.475,6.98,0.08,0,-0.08
265,743.79,690.3,-53.49,Stable,39.03,2003,38000,10.55,6.26,1.83,230,5.44,1414.85,7.25,0,0,0
300,800.62,296.72,-503.9,Negative,39.02,2005,18642,9.83,19.45,2.97,405,6,998.15,6.91,0,0,0
138,754.57,791.77,37.2,Stable,38.92,2002,31200,10.35,22,3.09,10,2.3,8.44,2.13,0,0.04,0.04
703,514.89,514.89,0,Stable,38.78,1999,34887,10.46,27.73,3.32,8,2.08,2.83,1.04,0,0.09,0.09
1006,412.9,375.86,-37.03,Stable,34.13,1993,29800000,17.21,0,#NUM!,2247,7.72,5045.07,8.53,0,0,0
647,743.79,266.63,-477.17,Negative,38.84,1998,46410,10.75,5.36,1.68,201,5.3,1264.82,7.14,0,0,0
1155,426.07,266.63,-159.45,Stable,37.9,2005,934700,13.75,8.5,2.14,2424,7.79,3722.12,8.22,0.02,0,-0.02
844,426.07,266.63,-159.45,Stable,38.04,1987,230000,12.35,7.32,1.99,2823,7.95,3364.95,8.12,0,0,0
82,485.92,0,-485.92,Negative,38.5,2005,51070,10.84,15.94,2.77,1227,7.11,1736.48,7.46,0,0,0
1190,773.97,583.09,-190.88,Stable,38.31,2003,1006450,13.82,1,0,282,5.64,1365.9,7.22,0,0,0
843,1458.56,990.25,-468.31,Negative,38.68,1980,21453,9.97,11.33,2.43,1397,7.24,1942.29,7.57,0,0.02,0.02
677,615.86,436.99,-178.88,Stable,38.51,2000,31250,10.35,8.33,2.12,140,4.94,1286.35,7.16,0,0,0
537,786.99,413.84,-373.15,Negative,38.45,2002,39800,10.59,21.94,3.09,374,5.92,843.57,6.74,0.07,0,-0.07
845,688.42,397.77,-290.65,Negative,38.14,1985,74800,11.22,16.44,2.8,351,5.86,1186.29,7.08,0,0,0
266,615.86,307.04,-308.83,Negative,38.18,2003,83246,11.33,7.13,1.96,259,5.56,1344.23,7.2,0,0,0
