Species,Name,current,RCP2.6,RCP2.6_CSH,Type_1,RCP6.0,RCP6.0_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp7838,Sterculia villosa,410,679,0.66,LR,591,0.44,LR,406,-0.01,LR
sp7839,Stereospermum colais,1093,1380,0.26,LR,1490,0.36,LR,1643,0.5,LR
sp7840,Stereospermum neuranthum,104,151,0.45,LR,180,0.73,LR,237,1.28,LR
sp7841,Stewartia calcicola,366,537,0.47,LR,387,0.06,LR,646,0.77,LR
sp7842,Stewartia cordifolia,192,21,-0.89,CE,4,-0.98,CE,0,-1,EX
sp7843,Stewartia crassifolia,236,404,0.71,LR,138,-0.42,VU,71,-0.7,EN
sp7844,Stewartia medogensis,137,441,2.22,LR,486,2.55,LR,335,1.45,LR
sp7845,Stewartia obovata,74,0,-1,EX,0,-1,EX,0,-1,EX
sp7846,Stewartia pteropetiolata,492,727,0.48,LR,604,0.23,LR,387,-0.21,LR
sp7847,Stewartia rostrata,356,150,-0.58,EN,16,-0.96,CE,4,-0.99,CE
sp7848,Stewartia rubiginosa,196,1,-0.99,CE,0,-1,EX,1,-0.99,CE
sp7849,Stewartia sinensis,2644,2832,0.07,LR,2064,-0.22,LR,1359,-0.49,VU
sp7850,Stewartia sinensis var. shensiensis,288,311,0.08,LR,193,-0.33,VU,276,-0.04,LR
sp7851,Stewartia sinii,263,79,-0.7,EN,189,-0.28,LR,7,-0.97,CE
sp7852,Stewartia villosa,1009,1296,0.28,LR,1386,0.37,LR,1162,0.15,LR
sp7853,Stewartia villosa var. kwangtungensis,435,305,-0.3,VU,499,0.15,LR,491,0.13,LR
sp7854,Stictocardia tiliifolia,103,111,0.08,LR,141,0.37,LR,87,-0.16,LR
sp7855,Stixis suaveolens,276,399,0.45,LR,368,0.33,LR,706,1.56,LR
sp7856,Stranvaesia amphidoxa,1664,888,-0.47,VU,516,-0.69,EN,512,-0.69,EN
sp7857,Stranvaesia amphidoxa var. amphileia,205,35,-0.83,CE,1,-1,EX,13,-0.94,CE
sp7858,Stranvaesia davidiana,2847,3382,0.19,LR,3230,0.13,LR,2805,-0.01,LR
sp7859,Stranvaesia davidiana var. undulata,2562,3031,0.18,LR,3073,0.2,LR,2531,-0.01,LR
sp7860,Stranvaesia nussia,65,0,-1,EX,0,-1,EX,0,-1,EX
sp7861,Stranvaesia oblanceolata,918,1147,0.25,LR,1124,0.22,LR,1075,0.17,LR
sp7862,Streblus asper,1162,1807,0.56,LR,1871,0.61,LR,1962,0.69,LR
sp7863,Streblus ilicifolius,243,428,0.76,LR,558,1.3,LR,1071,3.41,LR
sp7864,Streblus indicus,540,831,0.54,LR,789,0.46,LR,702,0.3,LR
sp7865,Streblus taxoides,24,49,1.04,LR,64,1.67,LR,72,2,LR
sp7866,Streblus tonkinensis,249,392,0.57,LR,522,1.1,LR,1024,3.11,LR
sp7867,Streblus zeylanicus,126,217,0.72,LR,225,0.79,LR,566,3.49,LR
sp7868,Streptocaulon juventas,845,1328,0.57,LR,1463,0.73,LR,1734,1.05,LR
sp7869,Strophanthus divaricatus,1975,2542,0.29,LR,2666,0.35,LR,2818,0.43,LR
sp7870,Strophanthus wallichii,65,146,1.25,LR,168,1.58,LR,94,0.45,LR
sp7871,Strophioblachia fimbricalyx,125,106,-0.15,LR,109,-0.13,LR,454,2.63,LR
sp7872,Strychnos angustiflora,745,979,0.31,LR,1197,0.61,LR,1518,1.04,LR
sp7873,Strychnos cathayensis,1346,1924,0.43,LR,2017,0.5,LR,2157,0.6,LR
sp7874,Strychnos ignatii,80,63,-0.21,LR,65,-0.19,LR,169,1.11,LR
sp7875,Strychnos nitida,725,985,0.36,LR,913,0.26,LR,826,0.14,LR
sp7876,Strychnos ovata,45,8,-0.82,CE,6,-0.87,CE,23,-0.49,VU
sp7877,Styrax agrestis,56,39,-0.3,VU,64,0.14,LR,48,-0.14,LR
sp7878,Styrax argentifolius,384,215,-0.44,VU,343,-0.11,LR,490,0.28,LR
sp7879,Styrax benzoides,55,117,1.13,LR,135,1.45,LR,48,-0.13,LR
sp7880,Styrax calvescens,1888,2198,0.16,LR,1569,-0.17,LR,1104,-0.42,VU
sp7881,Styrax chinensis,115,169,0.47,LR,123,0.07,LR,308,1.68,LR
sp7882,Styrax confusus,3338,3569,0.07,LR,3169,-0.05,LR,3171,-0.05,LR
sp7883,Styrax confusus var. superbus,447,797,0.78,LR,405,-0.09,LR,427,-0.04,LR
sp7884,Styrax dasyanthus,3331,3556,0.07,LR,3360,0.01,LR,3091,-0.07,LR
sp7885,Styrax faberi,3250,3582,0.1,LR,3158,-0.03,LR,3406,0.05,LR
sp7886,Styrax formosanus,1978,2396,0.21,LR,2111,0.07,LR,1535,-0.22,LR
sp7887,Styrax grandiflorus,1835,1784,-0.03,LR,1542,-0.16,LR,1285,-0.3,VU
sp7888,Styrax hemsleyanus,2280,2478,0.09,LR,3217,0.41,LR,2875,0.26,LR
sp7889,Styrax japonicus,3942,4157,0.05,LR,4028,0.02,LR,3289,-0.17,LR
sp7890,Styrax japonicus var. calycothrix,442,243,-0.45,VU,101,-0.77,EN,20,-0.95,CE
sp7891,Styrax limprichtii,929,1427,0.54,LR,1598,0.72,LR,1356,0.46,LR
sp7892,Styrax macranthus,450,671,0.49,LR,638,0.42,LR,478,0.06,LR
sp7893,Styrax macrocarpus,716,787,0.1,LR,367,-0.49,VU,726,0.01,LR
sp7894,Styrax obassis,1411,2327,0.65,LR,1997,0.42,LR,1800,0.28,LR
sp7895,Styrax odoratissimus,2152,2116,-0.02,LR,1501,-0.3,VU,711,-0.67,EN
sp7896,Styrax perkinsiae,278,1000,2.6,LR,825,1.97,LR,460,0.65,LR
sp7897,Styrax roseus,1513,2419,0.6,LR,2193,0.45,LR,1429,-0.06,LR
sp7898,Styrax rugosus,277,546,0.97,LR,546,0.97,LR,152,-0.45,VU
sp7899,Styrax serrulatus,420,468,0.11,LR,589,0.4,LR,174,-0.59,EN
sp7900,Styrax suberifolius,3600,4020,0.12,LR,3587,0,LR,3929,0.09,LR
sp7901,Styrax supaii,372,443,0.19,LR,240,-0.35,VU,191,-0.49,VU
sp7902,Styrax tonkinensis,2436,3130,0.28,LR,3371,0.38,LR,3948,0.62,LR
sp7903,Styrax wuyuanensis,127,93,-0.27,LR,5,-0.96,CE,75,-0.41,VU
sp7904,Styrophyton caudatum,268,290,0.08,LR,229,-0.15,LR,699,1.61,LR
sp7905,Suaeda microphylla,783,916,0.17,LR,913,0.17,LR,977,0.25,LR
sp7906,Suaeda physophora,1750,1874,0.07,LR,1794,0.03,LR,1729,-0.01,LR
sp7907,Sumbaviopsis albicans,246,627,1.55,LR,460,0.87,LR,413,0.68,LR
sp7908,Suregada multiflora,513,1000,0.95,LR,1176,1.29,LR,1446,1.82,LR
sp7909,Suriana maritima,153,436,1.85,LR,743,3.86,LR,648,3.24,LR
sp7910,Sycopsis sinensis,2967,3306,0.11,LR,3100,0.04,LR,3287,0.11,LR
sp7911,Sycopsis triplinervia,469,1136,1.42,LR,1141,1.43,LR,632,0.35,LR
sp7912,Symphorema involucratum,70,162,1.31,LR,229,2.27,LR,90,0.29,LR
sp7913,Symphoricarpos sinensis,1194,939,-0.21,LR,1121,-0.06,LR,876,-0.27,LR
sp7914,Symplocos adenophylla,1535,1487,-0.03,LR,1742,0.13,LR,2953,0.92,LR
sp7915,Symplocos adenopus,2463,2181,-0.11,LR,1604,-0.35,VU,1215,-0.51,EN
sp7916,Symplocos anomala,3559,2979,-0.16,LR,2385,-0.33,VU,1405,-0.61,EN
sp7917,Symplocos atriolivacea,63,38,-0.4,VU,38,-0.4,VU,79,0.25,LR
sp7918,Symplocos austrosinensis,400,335,-0.16,LR,287,-0.28,LR,179,-0.55,EN
sp7919,Symplocos cochinchinensis,3977,4707,0.18,LR,5157,0.3,LR,4843,0.22,LR
sp7920,Symplocos cochinchinensis ssp. laurina,3103,3393,0.09,LR,3512,0.13,LR,2619,-0.16,LR
sp7921,Symplocos cochinchinensis var. angustifolia,22,0,-1,EX,0,-1,EX,0,-1,EX
sp7922,Symplocos congesta,2091,3026,0.45,LR,3157,0.51,LR,3515,0.68,LR
sp7923,Symplocos crassilimba,390,214,-0.45,VU,182,-0.53,EN,122,-0.69,EN
sp7924,Symplocos dolichotricha,728,114,-0.84,CE,113,-0.84,CE,190,-0.74,EN
sp7925,Symplocos dryophila,1101,1111,0.01,LR,1164,0.06,LR,1120,0.02,LR
sp7926,Symplocos euryoides,37,1,-0.97,CE,1,-0.97,CE,17,-0.54,EN
sp7927,Symplocos fordii,222,197,-0.11,LR,124,-0.44,VU,21,-0.91,CE
sp7928,Symplocos fukienensis,61,315,4.16,LR,221,2.62,LR,89,0.46,LR
sp7929,Symplocos glandulifera,442,2080,3.71,LR,2045,3.63,LR,1119,1.53,LR
sp7930,Symplocos glauca,1730,1879,0.09,LR,1423,-0.18,LR,821,-0.53,EN
sp7931,Symplocos glomerata,1399,2522,0.8,LR,2573,0.84,LR,1429,0.02,LR
sp7932,Symplocos groffii,1532,1559,0.02,LR,1410,-0.08,LR,1207,-0.21,LR
sp7933,Symplocos hainanensis,40,1,-0.98,CE,0,-1,EX,7,-0.83,CE
sp7934,Symplocos heishanensis,829,1002,0.21,LR,625,-0.25,LR,432,-0.48,VU
sp7935,Symplocos hookeri,252,351,0.39,LR,313,0.24,LR,165,-0.35,VU
sp7936,Symplocos lancifolia,2796,2392,-0.14,LR,1878,-0.33,VU,1022,-0.63,EN
sp7937,Symplocos lucida,4253,4555,0.07,LR,3937,-0.07,LR,2571,-0.4,VU
sp7938,Symplocos modesta,55,69,0.25,LR,61,0.11,LR,61,0.11,LR
sp7939,Symplocos ovatilobata,37,1,-0.97,CE,1,-0.97,CE,17,-0.54,EN
sp7940,Symplocos paniculata,4759,4317,-0.09,LR,3919,-0.18,LR,2744,-0.42,VU
sp7941,Symplocos pendula,1984,2175,0.1,LR,1992,0,LR,1436,-0.28,LR
sp7942,Symplocos pendula var. hirtistylis,196,577,1.94,LR,489,1.49,LR,193,-0.02,LR
sp7943,Symplocos pilosa,33,0,-1,EX,0,-1,EX,0,-1,EX
sp7944,Symplocos poilanei,974,1047,0.07,LR,1183,0.21,LR,1507,0.55,LR
sp7945,Symplocos pseudobarberina,1386,789,-0.43,VU,401,-0.71,EN,945,-0.32,VU
sp7946,Symplocos pyrifolia,82,212,1.59,LR,262,2.2,LR,147,0.79,LR
sp7947,Symplocos racemosa,2588,3765,0.45,LR,4370,0.69,LR,4737,0.83,LR
sp7948,Symplocos ramosissima,2193,1559,-0.29,LR,1210,-0.45,VU,929,-0.58,EN
sp7949,Symplocos stellaris,2211,2421,0.09,LR,1856,-0.16,LR,829,-0.63,EN
sp7950,Symplocos stellaris var. aenea,297,991,2.34,LR,1336,3.5,LR,592,0.99,LR
sp7951,Symplocos sulcata,805,2265,1.81,LR,2297,1.85,LR,1404,0.74,LR
sp7952,Symplocos sumuntia,3728,3932,0.05,LR,3576,-0.04,LR,2922,-0.22,LR
sp7953,Symplocos ulotricha,129,60,-0.53,EN,76,-0.41,VU,267,1.07,LR
sp7954,Symplocos viridissima,1348,3853,1.86,LR,4006,1.97,LR,2623,0.95,LR
sp7955,Symplocos wikstroemiifolia,1388,1119,-0.19,LR,795,-0.43,VU,575,-0.59,EN
sp7956,Symplocos xylopyrena,297,1049,2.53,LR,1060,2.57,LR,835,1.81,LR
sp7957,Syndiclis chinensis,43,2,-0.95,CE,1,-0.98,CE,8,-0.81,CE
sp7958,Syndiclis kwangsiensis,112,233,1.08,LR,297,1.65,LR,461,3.12,LR
sp7959,Syringa komarowii,833,1530,0.84,LR,1476,0.77,LR,847,0.02,LR
sp7960,Syringa mairei,374,253,-0.32,VU,244,-0.35,VU,211,-0.44,VU
sp7961,Syringa meyeri,379,649,0.71,LR,696,0.84,LR,939,1.48,LR
sp7962,Syringa oblata,1916,2098,0.09,LR,2112,0.1,LR,1719,-0.1,LR
sp7963,Syringa oblata ssp. dilatata,83,45,-0.46,VU,92,0.11,LR,88,0.06,LR
sp7964,Syringa pinetorum,569,919,0.62,LR,948,0.67,LR,1175,1.07,LR
sp7965,Syringa pinnatifolia,553,1142,1.07,LR,1147,1.07,LR,934,0.69,LR
sp7966,Syringa pubescens,2459,3394,0.38,LR,3263,0.33,LR,2442,-0.01,LR
sp7967,Syringa pubescens ssp. julianae,891,1053,0.18,LR,1386,0.56,LR,1114,0.25,LR
sp7968,Syringa pubescens ssp. microphylla,2686,4848,0.8,LR,5005,0.86,LR,4504,0.68,LR
sp7969,Syringa pubescens ssp. patula,578,809,0.4,LR,808,0.4,LR,765,0.32,LR
sp7970,Syringa reticulata ssp. amurensis,628,931,0.48,LR,1255,1,LR,929,0.48,LR
sp7971,Syringa reticulata ssp. pekinensis,2568,4163,0.62,LR,3960,0.54,LR,2687,0.05,LR
sp7972,Syringa sweginzowii,1042,1395,0.34,LR,1276,0.22,LR,1074,0.03,LR
sp7973,Syringa tomentella,369,700,0.9,LR,706,0.91,LR,285,-0.23,LR
sp7974,Syringa villosa,871,934,0.07,LR,872,0,LR,565,-0.35,VU
sp7975,Syringa wardii,172,22,-0.87,CE,14,-0.92,CE,8,-0.95,CE
sp7976,Syringa wolfii,1141,2289,1.01,LR,2094,0.84,LR,931,-0.18,LR
sp7977,Syringa yunnanensis,977,1015,0.04,LR,1041,0.07,LR,980,0,LR
sp7978,Syzygium acuminatissimum,673,1048,0.56,LR,1256,0.87,LR,1374,1.04,LR
sp7979,Syzygium araiocladum,111,191,0.72,LR,237,1.14,LR,422,2.8,LR
sp7980,Syzygium austrosinense,1035,1541,0.49,LR,1207,0.17,LR,858,-0.17,LR
sp7981,Syzygium austroyunnanense,39,73,0.87,LR,57,0.46,LR,0,-1,EX
sp7982,Syzygium balsameum,208,347,0.67,LR,357,0.72,LR,131,-0.37,VU
sp7983,Syzygium boisianum,45,10,-0.78,EN,9,-0.8,CE,22,-0.51,EN
sp7984,Syzygium bullockii,599,400,-0.33,VU,439,-0.27,LR,581,-0.03,LR
sp7985,Syzygium buxifolium,3299,3619,0.1,LR,3413,0.03,LR,3760,0.14,LR
sp7986,Syzygium cathayense,46,4,-0.91,CE,3,-0.93,CE,45,-0.02,LR
sp7987,Syzygium championii,259,0,-1,EX,6,-0.98,CE,8,-0.97,CE
sp7988,Syzygium claviflorum,221,413,0.87,LR,392,0.77,LR,329,0.49,LR
sp7989,Syzygium congestiflorum,42,90,1.14,LR,44,0.05,LR,12,-0.71,EN
sp7990,Syzygium conspersipunctatum,45,11,-0.76,EN,9,-0.8,CE,26,-0.42,VU
sp7991,Syzygium cumini,1458,1827,0.25,LR,2045,0.4,LR,2403,0.65,LR
sp7992,Syzygium cumini var. tsoi,71,51,-0.28,LR,82,0.15,LR,107,0.51,LR
sp7993,Syzygium euonymifolium,1041,1411,0.36,LR,1704,0.64,LR,2065,0.98,LR
sp7994,Syzygium fluviatile,375,520,0.39,LR,872,1.33,LR,982,1.62,LR
sp7995,Syzygium formosanum,39,66,0.69,LR,55,0.41,LR,57,0.46,LR
sp7996,Syzygium forrestii,390,642,0.65,LR,670,0.72,LR,306,-0.22,LR
sp7997,Syzygium fruticosum,621,939,0.51,LR,921,0.48,LR,969,0.56,LR
sp7998,Syzygium globiflorum,558,831,0.49,LR,1062,0.9,LR,1298,1.33,LR
sp7999,Syzygium grijsii,2099,2589,0.23,LR,2399,0.14,LR,1896,-0.1,LR
sp8000,Syzygium hancei,1507,1737,0.15,LR,2004,0.33,LR,2271,0.51,LR
sp8001,Syzygium handelii,466,364,-0.22,LR,227,-0.51,EN,443,-0.05,LR
sp8002,Syzygium howii,76,66,-0.13,LR,14,-0.82,CE,11,-0.86,CE
sp8003,Syzygium imitans,52,7,-0.87,CE,10,-0.81,CE,134,1.58,LR
sp8004,Syzygium jambos,1768,2686,0.52,LR,3071,0.74,LR,3732,1.11,LR
sp8005,Syzygium kwangtungense,377,199,-0.47,VU,86,-0.77,EN,69,-0.82,CE
sp8006,Syzygium laosense var. quocense,58,140,1.41,LR,155,1.67,LR,52,-0.1,LR
sp8007,Syzygium levinei,635,861,0.36,LR,1022,0.61,LR,1246,0.96,LR
sp8008,Syzygium malaccense,58,140,1.41,LR,155,1.67,LR,52,-0.1,LR
sp8009,Syzygium megacarpum,557,897,0.61,LR,901,0.62,LR,774,0.39,LR
sp8010,Syzygium melanophyllum,43,81,0.88,LR,64,0.49,LR,5,-0.88,CE
sp8011,Syzygium myrsinifolium,130,201,0.55,LR,225,0.73,LR,519,2.99,LR
sp8012,Syzygium nervosum,1096,1605,0.46,LR,1888,0.72,LR,2319,1.12,LR
sp8013,Syzygium oblatum,152,245,0.61,LR,276,0.82,LR,156,0.03,LR
sp8014,Syzygium odoratum,207,256,0.24,LR,464,1.24,LR,491,1.37,LR
sp8015,Syzygium polypetaloideum,511,940,0.84,LR,1088,1.13,LR,1374,1.69,LR
sp8016,Syzygium rehderianum,1307,1197,-0.08,LR,1227,-0.06,LR,1322,0.01,LR
sp8017,Syzygium rockii,55,122,1.22,LR,125,1.27,LR,25,-0.55,EN
sp8018,Syzygium salwinense,168,352,1.1,LR,295,0.76,LR,64,-0.62,EN
sp8019,Syzygium samarangense,83,108,0.3,LR,114,0.37,LR,117,0.41,LR
sp8020,Syzygium sichuanense,359,370,0.03,LR,510,0.42,LR,430,0.2,LR
sp8021,Syzygium stenocladum,34,1,-0.97,CE,0,-1,EX,2,-0.94,CE
sp8022,Syzygium sterrophyllum,256,133,-0.48,VU,159,-0.38,VU,886,2.46,LR
sp8023,Syzygium szemaoense,2143,3351,0.56,LR,2864,0.34,LR,1782,-0.17,LR
sp8024,Syzygium tenuirhachis,30,0,-1,EX,0,-1,EX,12,-0.6,EN
sp8025,Syzygium tephrodes,49,14,-0.71,EN,16,-0.67,EN,30,-0.39,VU
sp8026,Syzygium tetragonum,706,861,0.22,LR,702,-0.01,LR,572,-0.19,LR
sp8027,Syzygium thumra,106,304,1.87,LR,294,1.77,LR,130,0.23,LR
sp8028,Syzygium tsoongii,458,142,-0.69,EN,141,-0.69,EN,97,-0.79,EN
sp8029,Syzygium xizangense,92,48,-0.48,VU,30,-0.67,EN,0,-1,EX
sp8030,Syzygium yunnanense,131,325,1.48,LR,311,1.37,LR,204,0.56,LR
sp8031,Syzygium zeylanicum,59,18,-0.69,EN,26,-0.56,EN,210,2.56,LR
sp8032,Tabernaemontana bovina,691,1047,0.52,LR,1062,0.54,LR,1243,0.8,LR
sp8033,Tabernaemontana bufalina,305,428,0.4,LR,718,1.35,LR,1055,2.46,LR
sp8034,Tabernaemontana corymbosa,479,397,-0.17,LR,334,-0.3,VU,648,0.35,LR
sp8035,Tabernaemontana divaricata,373,405,0.09,LR,443,0.19,LR,862,1.31,LR
sp8036,Tadehagi pseudotriquetrum,122,27,-0.78,EN,12,-0.9,CE,33,-0.73,EN
sp8037,Tadehagi triquetrum,2315,2778,0.2,LR,3241,0.4,LR,3992,0.72,LR
sp8038,Taiwania cryptomerioides,1089,1361,0.25,LR,932,-0.14,LR,553,-0.49,VU
sp8039,Talauma hodgsonii,367,1504,3.1,LR,1566,3.27,LR,584,0.59,LR
sp8040,Tamarix androssowii,3533,3469,-0.02,LR,3730,0.06,LR,3699,0.05,LR
sp8041,Tamarix aphylla,51,85,0.67,LR,88,0.73,LR,90,0.76,LR
sp8042,Tamarix arceuthoides,4243,4771,0.12,LR,5013,0.18,LR,5244,0.24,LR
sp8043,Tamarix austromongolica,3294,3513,0.07,LR,3745,0.14,LR,3470,0.05,LR
sp8044,Tamarix chinensis,5438,5779,0.06,LR,6228,0.15,LR,6959,0.28,LR
sp8045,Tamarix elongata,4803,5088,0.06,LR,5135,0.07,LR,5160,0.07,LR
sp8046,Tamarix gansuensis,3887,3309,-0.15,LR,3014,-0.22,LR,2970,-0.24,LR
sp8047,Tamarix gracilis,2094,2136,0.02,LR,1567,-0.25,LR,1715,-0.18,LR
sp8048,Tamarix hispida,5588,5668,0.01,LR,5647,0.01,LR,5783,0.03,LR
sp8049,Tamarix hohenackeri,3435,3745,0.09,LR,3523,0.03,LR,3213,-0.06,LR
sp8050,Tamarix jintaensis,53,14,-0.74,EN,2,-0.96,CE,0,-1,EX
sp8051,Tamarix karelinii,3630,2757,-0.24,LR,2342,-0.35,VU,2389,-0.34,VU
sp8052,Tamarix laxa,6407,6662,0.04,LR,6534,0.02,LR,6784,0.06,LR
sp8053,Tamarix leptostachya,4317,4946,0.15,LR,5172,0.2,LR,5437,0.26,LR
sp8054,Tamarix ramosissima,6270,7252,0.16,LR,7295,0.16,LR,7505,0.2,LR
sp8055,Tamarix sachensis,142,460,2.24,LR,474,2.34,LR,488,2.44,LR
sp8056,Tamarix taklamakanensis,1765,1839,0.04,LR,1904,0.08,LR,2003,0.13,LR
sp8057,Tamarix tarimensis,1134,1019,-0.1,LR,1050,-0.07,LR,1007,-0.11,LR
sp8058,Tapiscia sinensis,3267,2798,-0.14,LR,2285,-0.3,VU,1921,-0.41,VU
sp8059,Tapiscia yunnanensis,423,922,1.18,LR,721,0.7,LR,715,0.69,LR
sp8060,Tarenna acutisepala,1127,1705,0.51,LR,1577,0.4,LR,1058,-0.06,LR
sp8061,Tarenna attenuate,1340,1855,0.38,LR,2011,0.5,LR,2102,0.57,LR
sp8062,Tarenna depauperata,1622,600,-0.63,EN,761,-0.53,EN,2296,0.42,LR
sp8063,Tarenna gracilipes,42,66,0.57,LR,61,0.45,LR,58,0.38,LR
sp8064,Tarenna lanceolata,396,132,-0.67,EN,49,-0.88,CE,25,-0.94,CE
sp8065,Tarenna lancilimba,273,574,1.1,LR,788,1.89,LR,988,2.62,LR
sp8066,Tarenna mollissima,2654,3074,0.16,LR,2953,0.11,LR,2785,0.05,LR
sp8067,Tarenna pubinervis,594,1166,0.96,LR,1072,0.8,LR,1120,0.89,LR
sp8068,Tarenna tsangii,149,523,2.51,LR,722,3.85,LR,866,4.81,LR
sp8069,Tarenna wangii,77,141,0.83,LR,125,0.62,LR,35,-0.55,EN
sp8070,Tarennoidea wallichii,1713,2139,0.25,LR,2363,0.38,LR,2705,0.58,LR
sp8071,Taxillus balansae,221,109,-0.51,EN,81,-0.63,EN,493,1.23,LR
sp8072,Taxillus caloreas,1821,3011,0.65,LR,3238,0.78,LR,2432,0.34,LR
sp8073,Taxillus caloreas var. fargesii,1038,2064,0.99,LR,2551,1.46,LR,1468,0.41,LR
sp8074,Taxillus chinensis,1511,1870,0.24,LR,2012,0.33,LR,2078,0.38,LR
sp8075,Taxillus delavayi,1729,2005,0.16,LR,2028,0.17,LR,1874,0.08,LR
sp8076,Taxillus kaempferi,933,1867,1,LR,1167,0.25,LR,560,-0.4,VU
sp8077,Taxillus levinei,2290,2797,0.22,LR,2219,-0.03,LR,2214,-0.03,LR
sp8078,Taxillus limprichtii,2404,2639,0.1,LR,2584,0.07,LR,2817,0.17,LR
sp8079,Taxillus limprichtii var. longiflorus,122,192,0.57,LR,139,0.14,LR,78,-0.36,VU
sp8080,Taxillus liquidambaricola,176,244,0.39,LR,259,0.47,LR,540,2.07,LR
sp8081,Taxillus nigrans,3229,3781,0.17,LR,3843,0.19,LR,2523,-0.22,LR
sp8082,Taxillus sericus,226,456,1.02,LR,370,0.64,LR,100,-0.56,EN
sp8083,Taxillus sutchuenensis,3310,1785,-0.46,VU,1364,-0.59,EN,1290,-0.61,EN
sp8084,Taxillus sutchuenensis var. duclouxii,1558,1207,-0.23,LR,833,-0.47,VU,548,-0.65,EN
sp8085,Taxillus thibetensis,1319,1997,0.51,LR,2217,0.68,LR,2032,0.54,LR
sp8086,Taxillus umbellifer,86,24,-0.72,EN,5,-0.94,CE,1,-0.99,CE
sp8087,Taxus cuspidata,540,1088,1.01,LR,1081,1,LR,840,0.56,LR
sp8088,Taxus wallichiana,2639,3899,0.48,LR,3665,0.39,LR,2546,-0.04,LR
sp8089,Taxus wallichiana var. chinensis,3206,3551,0.11,LR,3328,0.04,LR,2479,-0.23,LR
sp8090,Taxus wallichiana var. mairei,3193,3450,0.08,LR,2879,-0.1,LR,2535,-0.21,LR
sp8091,Terminalia bellirica,251,366,0.46,LR,360,0.43,LR,237,-0.06,LR
sp8092,Terminalia catappa,412,1553,2.77,LR,1796,3.36,LR,1680,3.08,LR
sp8093,Terminalia chebula,280,484,0.73,LR,398,0.42,LR,397,0.42,LR
sp8094,Terminalia chebula var. tomentella,120,263,1.19,LR,292,1.43,LR,244,1.03,LR
sp8095,Terminalia franchetii,1127,1180,0.05,LR,1137,0.01,LR,1358,0.2,LR
sp8096,Terminalia franchetii var. intricata,283,347,0.23,LR,345,0.22,LR,354,0.25,LR
sp8097,Terminalia myriocarpa,776,1669,1.15,LR,1651,1.13,LR,1042,0.34,LR
sp8098,Terminalia nigrovenulosa,83,109,0.31,LR,115,0.39,LR,117,0.41,LR
sp8099,Terminthia paniculata,390,678,0.74,LR,588,0.51,LR,422,0.08,LR
sp8100,Ternstroemia biangulipes,405,1158,1.86,LR,1197,1.96,LR,778,0.92,LR
sp8101,Ternstroemia conicocarpa,167,16,-0.9,CE,44,-0.74,EN,28,-0.83,CE
sp8102,Ternstroemia gymnanthera,4262,4679,0.1,LR,4574,0.07,LR,4249,0,LR
sp8103,Ternstroemia gymnanthera var. wightii,1652,1656,0,LR,1580,-0.04,LR,1275,-0.23,LR
sp8104,Ternstroemia insignis,933,988,0.06,LR,923,-0.01,LR,1734,0.86,LR
sp8105,Ternstroemia japonica,73,82,0.12,LR,77,0.05,LR,74,0.01,LR
sp8106,Ternstroemia kwangtungensis,1220,1265,0.04,LR,1192,-0.02,LR,787,-0.35,VU
sp8107,Ternstroemia luteoflora,2070,1401,-0.32,VU,948,-0.54,EN,1408,-0.32,VU
sp8108,Ternstroemia microphylla,363,168,-0.54,EN,227,-0.37,VU,759,1.09,LR
sp8109,Ternstroemia nitida,1876,2718,0.45,LR,2321,0.24,LR,1778,-0.05,LR
sp8110,Ternstroemia sichuanensis,202,225,0.11,LR,347,0.72,LR,127,-0.37,VU
sp8111,Ternstroemia simaoensis,117,239,1.04,LR,265,1.26,LR,67,-0.43,VU
sp8112,Tetracentron sinense,2394,3063,0.28,LR,2788,0.16,LR,1697,-0.29,LR
sp8113,Tetracera sarmentosa,1408,1828,0.3,LR,2262,0.61,LR,2719,0.93,LR
sp8114,Tetracera scandens,135,217,0.61,LR,228,0.69,LR,92,-0.32,VU
sp8115,Tetradium austrosinense,1822,2780,0.53,LR,2973,0.63,LR,3585,0.97,LR
sp8116,Tetradium calcicola,263,105,-0.6,EN,15,-0.94,CE,163,-0.38,VU
sp8117,Tetradium daniellii,2452,2813,0.15,LR,2858,0.17,LR,2231,-0.09,LR
sp8118,Tetradium fraxinifolium,873,1857,1.13,LR,1840,1.11,LR,780,-0.11,LR
sp8119,Tetradium glabrifolium,2797,3150,0.13,LR,2449,-0.12,LR,1468,-0.48,VU
sp8120,Tetradium ruticarpum,4307,4167,-0.03,LR,3783,-0.12,LR,3111,-0.28,LR
sp8121,Tetradium trichotomum,2299,3075,0.34,LR,3556,0.55,LR,3536,0.54,LR
sp8122,Tetraena mongolica,553,665,0.2,LR,770,0.39,LR,847,0.53,LR
sp8123,Tetrapanax papyrifer,3553,2111,-0.41,VU,2023,-0.43,VU,2211,-0.38,VU
sp8124,Tetrastigma apiculatum,178,653,2.67,LR,740,3.16,LR,839,3.71,LR
sp8125,Tetrastigma campylocarpum,288,433,0.5,LR,429,0.49,LR,147,-0.49,VU
sp8126,Tetrastigma caudatum,1017,443,-0.56,EN,549,-0.46,VU,1497,0.47,LR
sp8127,Tetrastigma cauliflorum,243,455,0.87,LR,493,1.03,LR,712,1.93,LR
